AVERAGE_SPEED_DIFF,AVERAGE_FREE_F1_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_F1_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,SECOND,MINUTE,HOUR,DAY,MONTH,YEAR,AVERAGE_RAIN
3,37.7,43.2,71.5,2,28.0,1022.0,30.0,5.0,2.0,0,0,11,30,5,2019,3.0
0,36.3,0.6,77.8,0,7.0,1020.0,100.0,1.0,0.0,0,0,0,17,1,2019,3.0
4,40.8,136.9,82.1,2,17.0,1017.0,77.0,1.0,2.0,0,0,9,18,7,2019,10.0
0,41.0,0.0,94.0,2,20.0,1021.0,72.0,1.0,2.0,0,0,7,14,9,2019,3.0
2,39.1,27.1,77.4,2,23.0,1018.0,77.0,4.0,2.0,0,0,16,2,6,2019,3.0
3,42.8,43.1,82.5,2,26.0,1015.0,57.0,1.0,2.0,0,0,16,12,7,2019,3.0
0,47.6,0.0,81.3,0,16.0,1019.0,100.0,0.0,0.0,0,0,6,9,9,2018,3.0
1,44.4,11.9,86.1,0,13.0,1021.0,93.0,6.0,2.0,0,0,4,14,8,2019,3.0
3,40.7,95.1,84.4,2,20.0,1021.0,63.0,6.0,0.0,0,0,17,10,9,2019,7.0
0,39.9,0.0,67.4,0,14.0,1017.0,93.0,3.0,3.0,0,0,5,27,5,2019,3.0
0,45.7,4.1,80.7,0,17.0,1017.0,100.0,2.0,0.0,0,0,20,22,8,2018,3.0
4,45.7,81.3,77.5,2,19.0,1019.0,68.0,3.0,2.0,0,0,8,5,9,2019,3.0
1,39.1,14.2,96.1,2,21.0,1017.0,73.0,3.0,2.0,0,0,12,1,9,2019,3.0
0,44.7,0.0,87.8,0,17.0,1010.0,100.0,2.0,0.0,0,0,5,3,9,2018,7.0
4,47.5,99.3,76.1,2,13.0,1016.0,100.0,0.0,3.0,0,0,8,17,9,2018,3.0
2,41.6,34.6,80.4,2,28.0,1023.0,39.0,4.0,2.0,0,0,11,13,9,2019,3.0
0,40.3,4.4,67.2,0,13.0,1016.0,82.0,5.0,2.0,0,0,3,28,5,2019,7.0
2,39.3,19.3,86.2,0,18.0,1019.0,100.0,1.0,2.0,0,0,22,16,8,2019,3.0
0,45.6,4.3,85.5,0,16.0,1018.0,100.0,11.0,3.0,0,0,1,19,8,2019,3.0
0,45.3,0.0,87.0,2,15.0,1018.0,100.0,0.0,0.0,0,0,7,12,8,2018,3.0
3,37.4,80.3,76.7,2,19.0,1020.0,67.0,7.0,2.0,0,0,16,10,6,2019,7.0
4,45.3,57.0,75.3,2,26.0,1017.0,83.0,4.0,2.0,0,0,17,23,8,2019,3.0
2,32.7,28.8,82.6,0,24.0,1018.0,60.0,5.0,3.0,0,0,19,14,9,2019,3.0
0,47.0,6.1,89.0,2,17.0,1020.0,100.0,1.0,3.0,0,0,7,15,8,2019,3.0
4,44.4,67.0,84.5,2,7.0,1015.0,100.0,3.0,1.0,0,0,8,12,11,2018,3.0
2,33.9,23.2,83.1,0,11.0,1030.0,100.0,1.0,3.0,0,0,20,9,12,2018,8.0
4,46.9,107.1,78.0,1,11.0,1020.0,100.0,0.0,2.0,0,0,7,26,9,2019,3.0
3,41.1,61.0,81.4,2,18.0,1015.0,100.0,10.0,3.0,0,0,9,17,7,2019,3.0
4,48.4,101.5,79.2,2,8.0,1016.0,87.0,3.0,1.0,0,0,9,12,11,2018,7.0
3,32.7,52.6,87.1,2,20.0,1015.0,100.0,7.0,3.0,0,0,10,19,7,2019,3.0
1,36.9,8.4,85.5,2,26.0,1021.0,27.0,8.0,0.0,0,0,12,12,5,2019,3.0
0,42.6,0.5,74.9,0,14.0,1021.0,100.0,6.0,3.0,0,0,2,28,9,2019,3.0
3,40.1,46.1,79.6,2,31.0,1016.0,45.0,4.0,2.0,0,0,17,22,8,2019,3.0
4,49.6,61.7,73.8,1,5.0,1021.0,100.0,2.0,0.0,0,0,8,17,1,2019,3.0
2,42.6,17.5,74.5,2,30.0,1019.0,32.0,4.0,2.0,0,0,14,3,9,2019,3.0
1,40.5,12.4,80.0,0,16.0,1017.0,100.0,1.0,3.0,0,0,6,22,8,2019,3.0
4,43.1,63.3,70.1,2,23.0,1017.0,49.0,7.0,2.0,0,0,18,28,5,2019,3.0
1,36.2,7.3,73.8,0,14.0,1015.0,93.0,2.0,0.0,0,0,22,30,4,2019,3.0
0,44.7,3.7,85.7,0,16.0,1017.0,100.0,1.0,0.0,0,0,2,14,9,2018,3.0
3,39.0,45.0,82.2,2,10.0,1023.0,100.0,3.0,0.0,0,0,10,30,11,2018,3.0
0,44.2,2.8,77.8,0,6.0,1023.0,100.0,0.0,0.0,0,0,1,13,11,2018,3.0
1,45.6,9.3,79.0,0,17.0,1017.0,93.0,2.0,2.0,0,0,21,24,8,2019,3.0
0,43.0,0.0,71.4,0,13.0,1019.0,93.0,1.0,2.0,0,0,0,17,6,2019,3.0
4,40.7,78.4,83.9,2,27.0,1016.0,78.0,2.0,2.0,0,0,17,22,7,2019,7.0
4,46.6,82.8,87.1,2,17.0,1016.0,100.0,2.0,3.0,0,0,8,25,7,2018,3.0
4,40.4,62.0,67.0,2,9.0,1023.0,100.0,2.0,0.0,0,0,9,30,11,2018,3.0
2,50.2,13.0,67.0,0,21.0,1017.0,72.0,2.0,2.0,0,0,21,20,8,2019,7.0
2,34.2,48.9,92.7,1,21.0,1017.0,73.0,1.0,2.0,0,0,20,5,7,2019,3.0
2,40.6,24.7,85.7,2,20.0,1021.0,72.0,6.0,2.0,0,0,19,12,8,2019,3.0
0,40.5,1.7,77.0,0,18.0,1013.0,100.0,1.0,3.0,0,0,3,12,7,2019,3.0
0,47.8,0.0,72.3,0,9.0,1031.0,100.0,0.0,0.0,0,0,2,8,12,2018,3.0
0,42.5,5.6,82.4,2,15.0,1018.0,100.0,1.0,0.0,0,0,8,12,8,2018,3.0
2,37.5,16.6,89.7,0,17.0,1015.0,100.0,2.0,3.0,0,0,3,19,7,2019,3.0
2,34.6,34.9,78.4,2,19.0,1016.0,68.0,3.0,2.0,0,0,11,21,5,2019,3.0
3,34.8,37.5,86.3,2,18.0,1015.0,82.0,6.0,2.0,0,0,19,30,4,2019,3.0
0,49.3,4.8,77.7,0,18.0,1018.0,49.0,5.0,2.0,0,0,4,6,9,2019,3.0
3,41.3,73.9,82.8,2,18.0,1018.0,88.0,1.0,2.0,0,0,9,30,9,2019,3.0
3,34.8,108.8,84.9,2,20.0,1019.0,83.0,1.0,2.0,0,0,10,16,8,2019,7.0
2,39.7,47.2,79.2,2,22.0,1017.0,93.0,2.0,3.0,0,0,15,18,9,2019,3.0
4,44.4,115.1,64.4,2,16.0,1018.0,77.0,4.0,2.0,0,0,8,27,5,2019,7.0
2,37.3,5.2,81.7,0,16.0,1015.0,100.0,0.0,3.0,0,0,6,17,9,2019,3.0
0,43.3,0.0,85.5,0,16.0,1016.0,100.0,1.0,3.0,0,0,4,17,9,2019,3.0
0,39.1,0.0,92.2,2,10.0,1028.0,93.0,2.0,3.0,0,0,8,2,3,2019,3.0
2,34.8,12.1,67.1,0,24.0,1014.0,29.0,1.0,2.0,0,0,20,14,5,2019,3.0
3,44.3,57.1,70.6,0,13.0,1018.0,93.0,1.0,2.0,0,0,18,29,11,2018,7.0
3,36.0,85.5,78.7,2,18.0,1020.0,67.0,8.0,2.0,0,0,17,10,6,2019,7.0
1,36.5,11.1,78.8,0,11.0,1021.0,100.0,1.0,2.0,0,0,5,30,11,2018,3.0
0,36.5,5.0,64.4,2,11.0,1022.0,93.0,0.0,0.0,0,0,7,28,4,2019,3.0
0,40.3,0.0,67.2,0,12.0,1016.0,76.0,4.0,2.0,0,0,4,28,5,2019,4.0
0,37.5,8.5,88.4,0,19.0,1016.0,88.0,1.0,2.0,0,0,22,4,7,2019,6.0
0,41.6,3.4,83.3,0,15.0,1022.0,100.0,1.0,2.0,0,0,22,26,9,2019,3.0
0,40.0,0.0,87.9,2,16.0,1018.0,93.0,1.0,0.0,0,0,8,30,9,2018,3.0
0,44.9,0.0,84.6,0,14.0,1020.0,100.0,0.0,0.0,0,0,2,19,9,2018,3.0
0,37.5,9.1,90.0,0,17.0,1015.0,100.0,10.0,3.0,0,0,0,19,7,2019,3.0
0,40.7,0.0,92.1,2,13.0,1022.0,100.0,0.0,0.0,0,0,7,22,9,2018,3.0
0,42.9,0.0,70.9,0,9.0,1014.0,100.0,2.0,2.0,0,0,2,20,5,2019,3.0
1,37.4,5.2,79.8,2,14.0,1016.0,76.0,2.0,2.0,0,0,9,19,5,2019,3.0
2,46.2,8.5,67.1,0,18.0,1018.0,100.0,3.0,2.0,0,0,20,30,8,2019,3.0
3,38.2,52.6,85.7,2,24.0,1024.0,56.0,3.0,0.0,0,0,14,11,9,2019,3.0
0,47.0,3.4,68.9,0,17.0,1015.0,100.0,1.0,2.0,0,0,20,17,9,2019,3.0
0,42.2,3.6,78.0,0,17.0,1017.0,93.0,4.0,3.0,0,0,0,30,6,2019,3.0
2,37.1,16.0,81.0,2,15.0,1021.0,93.0,1.0,3.0,0,0,7,14,8,2019,3.0
3,37.1,140.6,89.6,2,16.0,1018.0,93.0,3.0,0.0,0,0,16,30,9,2018,3.0
3,45.9,15.7,60.8,1,20.0,1018.0,52.0,5.0,2.0,0,0,20,28,5,2019,3.0
2,41.5,20.1,74.6,0,20.0,1017.0,88.0,1.0,2.0,0,0,23,21,8,2019,3.0
0,45.3,0.8,83.3,0,17.0,1015.0,93.0,0.0,0.0,0,0,3,6,9,2018,3.0
1,31.7,12.9,81.2,2,14.0,1028.0,71.0,4.0,2.0,0,0,10,27,4,2019,3.0
2,39.8,20.3,75.3,2,21.0,1016.0,68.0,5.0,2.0,0,0,13,21,5,2019,3.0
4,45.0,97.0,80.6,1,14.0,1018.0,93.0,2.0,3.0,0,0,7,17,10,2018,7.0
1,50.2,7.8,80.8,0,14.0,1018.0,100.0,1.0,3.0,0,0,2,20,8,2019,3.0
4,42.4,62.2,76.6,2,12.0,1022.0,100.0,1.0,3.0,0,0,9,4,12,2018,3.0
1,40.4,13.5,83.2,0,18.0,1018.0,88.0,2.0,0.0,0,0,19,18,9,2018,6.0
3,39.6,46.7,80.2,2,24.0,1017.0,83.0,3.0,2.0,0,0,18,23,8,2019,3.0
0,48.1,1.2,76.7,0,16.0,1023.0,77.0,2.0,2.0,0,0,5,13,9,2019,3.0
0,36.0,0.0,61.5,0,15.0,1014.0,82.0,2.0,2.0,0,0,2,15,5,2019,4.0
1,45.2,7.6,74.1,0,20.0,1016.0,82.0,2.0,2.0,0,0,1,23,8,2019,3.0
0,43.1,0.0,85.6,0,21.0,1017.0,38.0,5.0,0.0,0,0,5,3,9,2019,3.0
2,45.8,16.6,80.5,0,17.0,1022.0,87.0,3.0,2.0,0,0,22,12,8,2019,7.0
0,38.0,0.0,73.3,0,13.0,1018.0,67.0,4.0,2.0,0,0,0,12,6,2019,4.0
1,39.2,7.6,80.3,0,16.0,1017.0,93.0,1.0,2.0,0,0,22,21,6,2019,3.0
2,34.2,21.4,92.5,2,16.0,1019.0,100.0,0.0,3.0,0,0,9,23,8,2018,3.0
0,43.1,0.0,71.3,0,17.0,1019.0,51.0,3.0,2.0,0,0,3,13,5,2019,3.0
3,39.0,102.7,86.0,2,20.0,1018.0,72.0,6.0,2.0,0,0,17,9,9,2019,7.0
2,46.2,14.8,87.7,2,26.0,1017.0,34.0,3.0,0.0,0,0,12,8,9,2019,3.0
1,33.9,4.9,74.2,0,16.0,1014.0,72.0,0.0,2.0,0,0,22,4,5,2019,5.0
3,32.8,59.1,77.5,2,23.0,1014.0,64.0,5.0,3.0,0,0,15,22,6,2019,3.0
1,35.5,15.0,82.9,2,26.0,1018.0,47.0,2.0,0.0,0,0,10,1,6,2019,3.0
3,36.3,92.6,86.3,2,20.0,1018.0,77.0,7.0,2.0,0,0,16,9,9,2019,7.0
3,35.0,50.1,81.5,2,17.0,1022.0,67.0,5.0,2.0,0,0,19,15,6,2019,3.0
3,44.0,12.8,87.0,2,17.0,1015.0,93.0,1.0,0.0,0,0,7,6,9,2018,3.0
1,51.8,1.1,79.3,0,5.0,1023.0,100.0,3.0,0.0,0,0,5,8,2,2019,3.0
4,48.1,90.3,65.4,2,11.0,1016.0,82.0,2.0,2.0,0,0,7,21,5,2019,4.0
2,45.6,16.1,80.3,2,16.0,1018.0,100.0,1.0,3.0,0,0,7,28,8,2019,3.0
1,40.1,4.2,84.1,2,15.0,1017.0,93.0,2.0,0.0,0,0,7,13,8,2018,3.0
0,40.9,0.0,87.0,0,16.0,1021.0,100.0,2.0,0.0,0,0,2,20,9,2018,3.0
1,44.7,15.3,83.1,0,16.0,1018.0,100.0,2.0,2.0,0,0,23,18,8,2019,3.0
2,42.9,24.5,81.8,2,22.0,1018.0,82.0,4.0,2.0,0,0,18,2,6,2019,6.0
2,41.8,22.3,84.4,2,15.0,1017.0,93.0,2.0,3.0,0,0,8,19,8,2019,3.0
0,37.7,2.6,78.8,2,18.0,1018.0,100.0,1.0,3.0,0,0,8,2,6,2019,3.0
2,40.4,41.2,79.1,2,26.0,1019.0,57.0,8.0,2.0,0,0,11,4,9,2019,3.0
0,45.3,2.2,83.6,0,20.0,1020.0,60.0,2.0,0.0,0,0,6,14,9,2019,3.0
0,43.0,0.0,71.6,2,14.0,1015.0,100.0,1.0,3.0,0,0,7,22,6,2019,3.0
1,43.6,13.0,87.9,0,17.0,1020.0,100.0,9.0,3.0,0,0,2,15,8,2019,3.0
0,39.9,0.8,76.7,0,16.0,1012.0,100.0,4.0,3.0,0,0,5,4,7,2019,3.0
1,36.2,4.2,62.9,0,12.0,1024.0,81.0,2.0,2.0,0,0,23,7,6,2019,5.0
1,47.9,9.5,74.4,0,17.0,1013.0,93.0,1.0,3.0,0,0,5,26,8,2019,3.0
4,45.6,127.8,73.0,2,18.0,1015.0,100.0,2.0,3.0,0,0,9,15,5,2019,3.0
3,37.3,47.5,81.6,2,15.0,1018.0,100.0,3.0,3.0,0,0,9,9,9,2019,3.0
1,32.8,10.4,89.4,0,9.0,1026.0,100.0,1.0,0.0,0,0,20,6,2,2019,3.0
0,39.4,1.2,78.3,0,18.0,1014.0,100.0,1.0,3.0,0,0,2,17,7,2019,3.0
0,44.2,0.7,76.7,0,14.0,1021.0,100.0,1.0,3.0,0,0,2,25,9,2019,3.0
1,37.6,5.1,77.6,2,22.0,1021.0,64.0,2.0,2.0,0,0,13,28,4,2019,3.0
4,46.8,77.7,81.1,2,15.0,1021.0,100.0,1.0,0.0,0,0,7,28,9,2018,3.0
0,40.3,0.0,67.3,0,18.0,1014.0,68.0,2.0,2.0,0,0,2,14,5,2019,3.0
0,46.1,0.0,88.9,2,14.0,1017.0,100.0,1.0,0.0,0,0,7,29,9,2018,3.0
1,39.1,3.3,69.3,0,12.0,1014.0,100.0,9.0,2.0,0,0,2,1,5,2019,3.0
1,32.4,11.1,89.0,2,14.0,1002.0,93.0,5.0,3.0,0,0,13,31,1,2019,3.0
1,34.9,10.9,73.2,0,17.0,1020.0,82.0,4.0,2.0,0,0,23,25,5,2019,5.0
2,38.1,34.9,85.6,2,26.0,1023.0,42.0,4.0,0.0,0,0,10,13,9,2019,3.0
3,41.2,29.9,76.2,2,18.0,1019.0,93.0,0.0,3.0,0,0,8,4,9,2019,3.0
2,35.9,15.3,85.4,2,20.0,1013.0,52.0,4.0,0.0,0,0,19,22,6,2019,3.0
0,41.2,1.7,71.6,0,6.0,1020.0,100.0,0.0,0.0,0,0,4,17,1,2019,3.0
0,41.9,0.0,87.0,0,15.0,1017.0,100.0,0.0,0.0,0,0,3,14,9,2018,3.0
0,36.2,2.2,61.2,0,15.0,1021.0,63.0,2.0,2.0,0,0,2,12,5,2019,3.0
1,32.2,14.0,71.8,2,22.0,1014.0,56.0,3.0,3.0,0,0,13,4,5,2019,3.0
4,45.2,106.7,72.8,2,14.0,1016.0,100.0,1.0,3.0,0,0,7,18,9,2019,3.0
2,39.5,12.0,71.9,2,23.0,1018.0,53.0,5.0,2.0,0,0,13,28,5,2019,3.0
0,42.0,0.0,75.1,0,13.0,1018.0,100.0,1.0,0.0,0,0,3,29,4,2019,3.0
0,37.8,2.1,83.6,0,11.0,1030.0,81.0,2.0,3.0,0,0,22,26,4,2019,3.0
4,44.3,51.9,72.3,2,16.0,1015.0,100.0,7.0,3.0,0,0,7,19,7,2019,7.0
3,35.8,55.1,88.7,2,24.0,1016.0,69.0,4.0,2.0,0,0,14,17,7,2019,3.0
2,42.2,9.6,74.9,2,18.0,1018.0,100.0,7.0,3.0,0,0,9,24,8,2019,3.0
3,39.3,119.9,77.6,2,23.0,1020.0,60.0,4.0,2.0,0,0,16,28,4,2019,7.0
3,40.4,50.2,78.0,2,18.0,1020.0,67.0,4.0,2.0,0,0,16,6,5,2019,3.0
0,43.5,1.3,76.3,0,15.0,1018.0,100.0,3.0,2.0,0,0,23,18,9,2019,3.0
0,45.2,1.4,64.5,0,14.0,1020.0,82.0,1.0,2.0,0,0,5,26,5,2019,4.0
2,36.1,41.3,74.9,2,16.0,1015.0,67.0,6.0,2.0,0,0,17,19,5,2019,4.0
3,42.3,59.5,84.3,2,15.0,1025.0,100.0,3.0,3.0,0,0,11,2,11,2018,3.0
3,33.1,67.2,76.4,2,19.0,1020.0,63.0,6.0,3.0,0,0,11,24,5,2019,3.0
0,40.2,0.0,67.6,0,16.0,1014.0,72.0,3.0,2.0,0,0,3,14,5,2019,4.0
1,44.2,2.9,65.6,0,16.0,1017.0,87.0,5.0,2.0,0,0,21,21,5,2019,3.0
1,35.6,6.3,82.2,2,17.0,1016.0,55.0,4.0,2.0,0,0,9,5,5,2019,3.0
2,32.9,39.8,76.9,1,18.0,1017.0,63.0,7.0,3.0,0,0,20,24,5,2019,3.0
0,42.3,2.0,82.3,0,15.0,1019.0,100.0,2.0,0.0,0,0,5,24,8,2018,3.0
1,39.0,6.4,71.3,2,13.0,1015.0,100.0,1.0,2.0,0,0,6,22,6,2019,3.0
2,39.7,33.2,93.2,2,26.0,1014.0,61.0,4.0,0.0,0,0,17,1,9,2019,3.0
0,44.0,0.0,81.4,0,15.0,1020.0,100.0,0.0,0.0,0,0,2,16,9,2018,3.0
0,44.8,6.2,72.9,0,13.0,1022.0,100.0,7.0,2.0,0,0,4,12,8,2019,3.0
3,40.3,79.5,76.4,2,21.0,1026.0,49.0,6.0,2.0,0,0,9,12,9,2019,3.0
4,42.9,102.4,86.1,2,18.0,1017.0,93.0,2.0,0.0,0,0,18,14,9,2018,7.0
0,41.8,1.9,69.3,0,18.0,1017.0,93.0,2.0,2.0,0,0,22,1,7,2019,5.0
0,35.4,2.1,81.8,0,15.0,1019.0,100.0,2.0,0.0,0,0,19,30,9,2018,3.0
1,36.7,5.1,61.5,0,14.0,1021.0,82.0,3.0,2.0,0,0,4,12,5,2019,3.0
1,40.8,5.1,66.5,1,17.0,1016.0,77.0,5.0,2.0,0,0,20,21,5,2019,5.0
4,41.5,69.1,73.9,2,6.0,1022.0,81.0,1.0,0.0,0,0,9,11,12,2018,3.0
3,43.6,34.5,66.3,2,22.0,1015.0,64.0,5.0,2.0,0,0,17,27,5,2019,3.0
0,47.6,0.0,72.7,0,8.0,1032.0,100.0,0.0,0.0,0,0,4,8,12,2018,3.0
4,43.2,68.8,77.9,0,12.0,1018.0,100.0,1.0,2.0,0,0,19,29,11,2018,3.0
0,40.8,3.1,78.4,0,17.0,1018.0,100.0,0.0,0.0,0,0,22,22,8,2018,3.0
2,36.1,31.3,81.4,2,24.0,1015.0,88.0,3.0,2.0,0,0,12,19,7,2019,3.0
2,44.8,17.7,83.4,2,17.0,1020.0,100.0,2.0,3.0,0,0,8,16,8,2019,3.0
2,48.2,3.2,79.6,0,18.0,1017.0,100.0,4.0,2.0,0,0,21,25,7,2019,3.0
4,43.6,80.1,72.0,2,28.0,1016.0,30.0,5.0,2.0,0,0,18,13,5,2019,3.0
0,37.5,4.6,79.5,2,23.0,1019.0,77.0,4.0,2.0,0,0,12,2,6,2019,3.0
0,46.0,2.2,81.2,0,17.0,1019.0,100.0,0.0,0.0,0,0,5,9,9,2018,3.0
2,40.5,40.5,84.8,2,23.0,1017.0,77.0,6.0,2.0,0,0,16,31,8,2019,3.0
2,41.1,26.0,81.4,2,19.0,1017.0,53.0,3.0,2.0,0,0,8,21,8,2019,3.0
0,38.0,7.4,85.0,0,10.0,1029.0,100.0,0.0,3.0,0,0,0,1,3,2019,3.0
0,42.9,0.0,69.9,0,22.0,1014.0,40.0,1.0,2.0,0,0,21,14,5,2019,3.0
1,39.1,5.9,77.9,2,17.0,1015.0,100.0,3.0,3.0,0,0,6,10,7,2019,3.0
0,47.3,3.1,78.3,0,16.0,1020.0,100.0,1.0,3.0,0,0,1,30,8,2019,3.0
1,38.3,3.1,73.8,2,21.0,1021.0,64.0,2.0,2.0,0,0,9,26,5,2019,3.0
0,39.3,0.0,91.3,0,8.0,1026.0,100.0,2.0,0.0,0,0,22,6,2,2019,3.0
2,36.3,36.4,69.6,2,28.0,1020.0,20.0,4.0,2.0,0,0,16,12,5,2019,3.0
0,43.1,0.0,76.6,0,18.0,1023.0,77.0,2.0,2.0,0,0,22,11,9,2019,7.0
3,40.3,56.5,69.9,1,18.0,1016.0,88.0,6.0,2.0,0,0,20,28,6,2019,7.0
2,38.5,49.6,83.2,2,23.0,1017.0,88.0,3.0,2.0,0,0,15,30,9,2019,3.0
4,48.9,104.0,60.9,2,14.0,1020.0,72.0,5.0,2.0,0,0,8,24,5,2019,3.0
1,43.9,12.1,83.9,0,16.0,1023.0,87.0,2.0,2.0,0,0,22,11,8,2019,7.0
4,42.7,87.2,70.5,0,21.0,1014.0,77.0,0.0,2.0,0,0,22,12,7,2019,7.0
1,43.5,9.4,86.5,0,16.0,1017.0,100.0,1.0,3.0,0,0,1,25,8,2019,3.0
2,36.1,15.9,83.8,2,19.0,1018.0,88.0,3.0,3.0,0,0,14,15,9,2018,3.0
0,41.8,0.0,74.8,2,14.0,1017.0,100.0,4.0,3.0,0,0,6,14,4,2019,3.0
1,43.1,7.9,77.2,0,20.0,1017.0,82.0,3.0,2.0,0,0,23,20,8,2019,7.0
3,38.2,59.2,97.2,2,29.0,1014.0,48.0,5.0,0.0,0,0,18,10,7,2019,3.0
2,40.8,27.8,83.3,0,17.0,1019.0,77.0,3.0,2.0,0,0,19,28,9,2019,3.0
1,37.8,17.2,84.6,2,19.0,1016.0,93.0,3.0,0.0,0,0,19,24,7,2018,3.0
3,34.8,59.5,83.8,2,25.0,1017.0,78.0,0.0,2.0,0,0,10,23,8,2019,5.0
1,39.6,12.9,84.3,0,12.0,1018.0,93.0,2.0,2.0,0,0,6,20,8,2019,3.0
2,40.2,13.1,79.6,1,26.0,1016.0,34.0,3.0,2.0,0,0,19,7,9,2019,3.0
1,37.1,12.2,89.6,2,25.0,1017.0,57.0,4.0,0.0,0,0,13,18,7,2019,3.0
1,38.4,5.9,89.1,0,15.0,1020.0,100.0,1.0,0.0,0,0,23,15,9,2018,3.0
0,49.8,0.0,77.6,0,18.0,1018.0,63.0,4.0,2.0,0,0,2,5,9,2019,3.0
0,41.6,0.0,88.1,0,6.0,1028.0,100.0,0.0,0.0,0,0,0,6,2,2019,3.0
0,44.9,1.2,75.8,0,21.0,1017.0,50.0,4.0,2.0,0,0,3,3,9,2019,3.0
2,33.2,31.1,85.8,2,19.0,1020.0,100.0,1.0,3.0,0,0,10,30,8,2019,3.0
0,38.1,5.3,81.1,0,18.0,1018.0,64.0,1.0,2.0,0,0,4,15,9,2019,3.0
2,45.2,5.4,83.0,2,18.0,1016.0,100.0,0.0,0.0,0,0,7,6,8,2018,3.0
1,41.3,9.8,82.1,0,18.0,1020.0,72.0,5.0,2.0,0,0,20,13,8,2019,7.0
2,35.2,19.8,75.5,0,10.0,1019.0,100.0,1.0,3.0,0,0,20,16,1,2019,3.0
1,36.2,7.2,62.5,0,18.0,1018.0,77.0,1.0,2.0,0,0,0,2,6,2019,3.0
1,35.8,6.4,68.5,2,20.0,1019.0,68.0,3.0,2.0,0,0,12,16,6,2019,3.0
0,43.1,4.5,78.8,0,22.0,1019.0,77.0,4.0,2.0,0,0,22,3,9,2019,7.0
1,38.2,5.5,92.4,0,19.0,1017.0,100.0,1.0,0.0,0,0,20,12,8,2018,3.0
2,37.4,34.7,92.1,2,17.0,1006.0,93.0,3.0,1.0,0,0,16,15,10,2018,3.0
2,45.4,21.4,80.0,2,27.0,1017.0,65.0,2.0,2.0,0,0,12,23,8,2019,3.0
1,41.7,7.4,80.4,2,18.0,1021.0,94.0,2.0,3.0,0,0,9,15,8,2019,3.0
3,39.3,39.7,76.9,2,17.0,1019.0,55.0,4.0,2.0,0,0,7,6,9,2019,3.0
2,35.2,31.9,88.5,2,16.0,1019.0,93.0,1.0,3.0,0,0,10,23,8,2018,3.0
1,42.4,12.0,80.4,0,17.0,1013.0,100.0,0.0,3.0,0,0,4,26,8,2019,3.0
0,43.2,1.3,87.6,0,18.0,1016.0,93.0,2.0,3.0,0,0,5,26,7,2018,3.0
2,36.7,47.5,77.9,2,24.0,1019.0,60.0,5.0,2.0,0,0,14,26,5,2019,3.0
1,49.1,2.9,76.3,0,18.0,1018.0,45.0,3.0,2.0,0,0,3,7,9,2019,3.0
3,38.6,96.0,84.8,2,25.0,1023.0,44.0,6.0,0.0,0,0,15,11,9,2019,3.0
3,45.1,23.0,71.2,2,16.0,1017.0,93.0,2.0,3.0,0,0,7,22,8,2019,3.0
0,46.3,4.2,80.4,0,14.0,1022.0,100.0,4.0,3.0,0,0,1,25,9,2019,3.0
3,37.2,151.9,87.1,2,21.0,1021.0,82.0,6.0,2.0,0,0,17,12,8,2019,3.0
2,32.4,34.1,84.7,2,22.0,1016.0,68.0,5.0,2.0,0,0,14,5,5,2019,3.0
0,34.5,4.9,88.2,1,21.0,1013.0,88.0,2.0,2.0,0,0,20,16,7,2019,3.0
4,39.9,57.9,84.2,2,17.0,1018.0,93.0,2.0,3.0,0,0,8,22,7,2019,3.0
3,41.6,83.9,75.1,2,21.0,1019.0,24.0,5.0,2.0,0,0,9,13,5,2019,3.0
0,45.8,0.0,87.0,0,17.0,1015.0,93.0,0.0,0.0,0,0,4,6,9,2018,3.0
1,44.0,15.2,76.7,0,16.0,1017.0,100.0,7.0,3.0,0,0,5,24,8,2019,3.0
0,49.0,0.0,77.3,0,18.0,1018.0,45.0,3.0,2.0,0,0,4,7,9,2019,3.0
3,37.9,68.6,79.9,2,25.0,1018.0,42.0,2.0,2.0,0,0,11,22,8,2019,3.0
2,39.7,59.5,89.0,2,23.0,1020.0,53.0,4.0,0.0,0,0,10,5,9,2019,3.0
4,46.6,143.9,68.1,2,14.0,1018.0,82.0,2.0,2.0,0,0,8,22,5,2019,3.0
3,40.0,81.4,87.2,2,18.0,1022.0,82.0,2.0,2.0,0,0,9,13,8,2019,7.0
3,35.7,69.2,88.5,2,21.0,1016.0,93.0,2.0,3.0,0,0,16,18,9,2019,3.0
1,37.3,5.5,66.5,0,14.0,1019.0,93.0,2.0,3.0,0,0,2,28,6,2019,3.0
4,44.5,105.7,85.0,2,19.0,1018.0,82.0,3.0,0.0,0,0,18,18,9,2018,7.0
2,35.3,29.4,78.5,2,22.0,1016.0,49.0,2.0,2.0,0,0,12,5,5,2019,3.0
1,37.8,6.9,81.2,0,24.0,1019.0,64.0,1.0,2.0,0,0,21,13,9,2019,3.0
1,47.6,9.9,74.9,0,17.0,1017.0,100.0,2.0,3.0,0,0,4,24,8,2019,3.0
1,37.9,3.5,63.1,1,18.0,1018.0,82.0,8.0,2.0,0,0,20,26,5,2019,3.0
