,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,HOUR,DAY,MONTH,YEAR
4713,3,43.3,24.9,80.3,2,17.0,1014.0,100.0,1.0,4.0,7,16,7,2019
4715,1,45.9,9.0,72.7,2,15.0,1016.0,100.0,9.0,4.0,8,1,9,2019
4716,0,47.9,2.3,77.7,0,17.0,1021.0,93.0,2.0,6.0,20,26,9,2019
4721,0,35.3,0.6,70.3,0,13.0,1015.0,93.0,9.0,3.0,0,1,5,2019
4723,0,45.8,0.0,84.7,0,17.0,1015.0,93.0,1.0,1.0,5,6,9,2018
4724,1,43.1,14.9,81.6,0,19.0,1020.0,100.0,4.0,6.0,20,14,8,2019
4726,1,51.2,4.4,74.1,0,18.0,1023.0,72.0,2.0,6.0,23,11,9,2019
4728,4,49.1,72.6,73.4,1,13.0,1003.0,100.0,4.0,4.0,8,31,1,2019
4733,3,40.4,106.3,85.2,2,16.0,1016.0,100.0,1.0,4.0,9,18,9,2019
4735,0,42.4,0.0,71.6,0,18.0,1019.0,88.0,1.0,6.0,22,27,6,2019
4740,0,39.3,0.0,89.7,0,17.0,1015.0,100.0,2.0,4.0,2,19,7,2019
4742,0,39.3,0.9,69.2,0,9.0,1030.0,87.0,1.0,6.0,0,27,4,2019
4747,3,42.9,83.4,81.5,2,20.0,1017.0,93.0,2.0,3.0,17,30,9,2019
4748,2,33.1,30.6,83.1,2,16.0,1019.0,93.0,2.0,4.0,11,9,9,2019
4749,0,39.3,4.2,90.8,0,18.0,1015.0,100.0,2.0,6.0,21,15,7,2019
4753,0,40.9,2.0,72.7,0,15.0,1019.0,87.0,2.0,2.0,22,28,4,2019
4754,2,36.7,31.3,85.9,2,11.0,1008.0,76.0,4.0,4.0,11,21,11,2018
4755,4,44.9,106.4,71.3,2,19.0,1014.0,93.0,7.0,4.0,7,11,7,2019
4757,3,40.5,38.6,84.9,2,31.0,1014.0,57.0,4.0,6.0,16,11,7,2019
4758,0,42.2,3.5,84.1,0,17.0,1016.0,100.0,3.0,3.0,0,16,8,2018
4759,2,35.8,14.7,80.9,2,20.0,1014.0,77.0,4.0,6.0,11,22,6,2019
4764,0,44.2,1.8,76.9,0,17.0,1023.0,68.0,2.0,3.0,2,13,9,2019
4766,0,44.7,0.0,77.6,0,17.0,1016.0,100.0,0.0,6.0,23,17,9,2019
4768,0,38.7,6.5,80.0,1,16.0,1014.0,82.0,1.0,6.0,20,17,6,2019
4774,3,37.4,83.8,81.8,2,20.0,1020.0,73.0,3.0,3.0,10,20,8,2019
4775,0,46.1,0.0,83.4,0,13.0,1022.0,100.0,0.0,1.0,5,23,9,2018
4778,0,41.5,0.0,88.5,0,12.0,1020.0,100.0,2.0,4.0,0,4,3,2019
4780,0,46.4,0.0,78.3,0,21.0,1017.0,39.0,4.0,3.0,4,3,9,2019
4784,0,36.2,0.8,61.9,2,16.0,1012.0,100.0,3.0,4.0,9,23,6,2019
4789,4,45.5,139.3,73.3,2,17.0,1021.0,48.0,5.0,4.0,8,29,5,2019
4791,2,43.0,20.5,85.2,2,22.0,1020.0,68.0,3.0,6.0,14,28,9,2019
4796,2,38.6,14.2,80.8,0,21.0,1017.0,72.0,2.0,6.0,22,20,8,2019
4799,0,41.4,2.4,84.7,0,13.0,1020.0,100.0,5.0,3.0,22,3,3,2019
4800,0,44.9,1.2,84.6,0,13.0,1008.0,87.0,8.0,4.0,2,14,10,2018
4802,1,49.1,10.7,85.4,1,16.0,1018.0,100.0,0.0,4.0,6,17,8,2019
4803,2,33.5,31.6,88.1,2,21.0,1021.0,68.0,3.0,2.0,12,28,4,2019
4807,0,40.2,1.3,67.0,0,13.0,1015.0,71.0,4.0,6.0,21,19,5,2019
4812,4,47.9,177.3,60.9,2,17.0,1016.0,88.0,3.0,4.0,8,25,6,2019
4815,0,43.1,0.0,88.5,1,10.0,997.0,87.0,4.0,1.0,7,30,10,2018
4818,0,39.1,0.0,69.0,0,13.0,1012.0,76.0,0.0,4.0,4,4,5,2019
4822,1,49.7,9.7,79.9,0,16.0,1019.0,100.0,7.0,4.0,4,16,8,2019
4825,0,33.3,5.3,83.8,0,19.0,1013.0,88.0,14.0,3.0,21,16,7,2019
4826,0,39.7,3.0,69.0,0,15.0,1019.0,93.0,1.0,4.0,1,28,6,2019
4828,4,45.9,93.5,77.0,2,9.0,1020.0,81.0,5.0,1.0,8,14,11,2018
4832,1,43.3,3.3,73.1,0,14.0,1013.0,76.0,6.0,6.0,21,12,6,2019
4833,2,33.2,42.3,90.4,2,22.0,1017.0,68.0,4.0,6.0,11,18,7,2019
4835,1,42.5,9.6,70.5,0,16.0,1019.0,100.0,8.0,6.0,4,1,7,2019
4837,2,41.7,18.5,77.2,2,20.0,1016.0,100.0,1.0,4.0,8,23,8,2019
4838,1,43.0,15.8,79.9,1,12.0,1022.0,100.0,1.0,4.0,6,12,8,2019
4839,0,41.9,0.0,86.6,0,17.0,1015.0,100.0,2.0,1.0,1,6,9,2018
4844,1,38.7,14.2,84.9,2,29.0,1015.0,35.0,3.0,6.0,12,10,7,2019
4845,4,45.2,146.0,76.7,2,15.0,1016.0,100.0,1.0,4.0,8,18,9,2019
4846,2,38.3,24.8,80.3,2,14.0,1023.0,100.0,5.0,4.0,15,3,12,2018
4853,0,43.3,1.5,87.4,0,15.0,1020.0,100.0,0.0,1.0,3,20,9,2018
4856,1,35.1,3.5,82.4,0,12.0,997.0,71.0,2.0,4.0,0,1,2,2019
4859,1,36.2,3.4,62.4,0,19.0,1019.0,77.0,3.0,6.0,0,1,6,2019
4860,2,38.9,15.9,85.1,1,23.0,1016.0,53.0,3.0,6.0,19,8,9,2019
4862,1,46.9,2.1,60.5,0,15.0,1013.0,100.0,6.0,4.0,0,10,5,2019
4865,2,33.6,20.4,76.7,2,27.0,1018.0,44.0,1.0,6.0,11,1,6,2019
4868,0,43.3,0.0,87.9,0,16.0,1012.0,100.0,1.0,5.0,2,16,10,2018
4869,3,39.9,106.0,75.0,2,16.0,1020.0,59.0,5.0,4.0,9,24,5,2019
4872,2,46.5,9.4,69.4,0,19.0,1015.0,93.0,0.0,6.0,21,26,8,2019
4878,2,36.7,38.1,83.2,0,14.0,1023.0,100.0,4.0,4.0,17,3,12,2018
4879,2,40.4,26.1,91.9,2,19.0,1020.0,77.0,3.0,1.0,14,16,9,2018
4880,0,43.6,4.1,82.2,0,16.0,1017.0,100.0,2.0,4.0,6,31,8,2019
4884,0,42.7,0.0,83.8,0,5.0,1023.0,100.0,0.0,1.0,3,13,11,2018
4885,3,38.5,58.5,82.6,2,21.0,1015.0,100.0,1.0,4.0,16,17,9,2019
4891,2,41.0,40.4,85.9,2,23.0,1016.0,82.0,2.0,6.0,14,17,9,2019
4892,0,46.0,0.0,82.1,0,18.0,1023.0,93.0,1.0,1.0,1,28,9,2018
4894,2,43.2,20.1,85.4,2,13.0,1017.0,100.0,9.0,5.0,14,9,11,2018
4897,0,41.0,0.0,74.4,2,17.0,1021.0,63.0,5.0,6.0,19,9,6,2019
4902,0,37.1,0.9,68.1,0,10.0,1030.0,100.0,2.0,4.0,0,10,12,2018
4903,0,46.2,1.4,74.6,0,17.0,1011.0,88.0,3.0,6.0,22,20,9,2019
4905,0,40.0,0.0,84.5,0,16.0,1016.0,100.0,0.0,1.0,0,18,9,2018
4906,0,43.9,0.0,87.5,0,13.0,1019.0,100.0,1.0,1.0,1,17,10,2018
4907,3,39.5,109.2,95.9,2,24.0,1014.0,73.0,2.0,6.0,18,24,7,2019
4908,2,40.7,24.4,73.8,2,29.0,1020.0,19.0,3.0,6.0,17,12,5,2019
4909,2,38.1,8.1,56.9,2,15.0,1014.0,100.0,2.0,4.0,6,19,6,2019
4911,3,39.0,43.7,91.1,2,23.0,1021.0,68.0,5.0,6.0,14,10,8,2019
4912,4,46.1,67.9,81.9,1,13.0,1020.0,100.0,1.0,1.0,7,19,9,2018
4915,3,43.6,93.0,88.7,2,20.0,1016.0,83.0,2.0,4.0,15,22,8,2018
4917,0,38.1,5.9,75.3,0,15.0,1013.0,100.0,8.0,6.0,23,7,5,2019
4918,1,48.5,2.1,70.6,0,18.0,1013.0,93.0,2.0,4.0,4,13,7,2019
4919,1,43.4,14.2,78.7,0,17.0,1018.0,93.0,3.0,6.0,22,24,8,2019
4920,2,35.7,23.5,89.0,2,22.0,1018.0,82.0,2.0,6.0,10,22,7,2019
4921,1,38.1,7.9,80.5,0,22.0,1024.0,43.0,4.0,6.0,20,12,9,2019
4922,0,40.1,0.0,68.0,0,13.0,1017.0,87.0,2.0,6.0,5,11,6,2019
4923,0,36.9,0.0,92.4,0,16.0,1014.0,100.0,7.0,3.0,5,19,7,2019
4924,2,38.1,12.2,80.8,2,18.0,1013.0,93.0,1.0,4.0,6,11,7,2019
4928,0,39.3,4.1,88.7,1,15.0,1019.0,100.0,8.0,4.0,6,21,7,2019
4933,0,36.9,1.7,86.5,0,17.0,1017.0,93.0,0.0,4.0,3,16,9,2019
4939,0,40.8,0.0,83.4,0,17.0,1018.0,100.0,0.0,1.0,2,9,9,2018
4941,1,41.8,3.5,81.2,0,23.0,1020.0,38.0,5.0,4.0,21,30,5,2019
4944,1,42.1,6.2,83.9,2,17.0,1015.0,100.0,1.0,1.0,7,22,8,2018
4947,2,34.4,62.9,91.6,2,12.0,1004.0,87.0,2.0,5.0,15,31,10,2018
4955,4,42.7,72.0,70.7,2,12.0,1023.0,87.0,4.0,4.0,9,28,1,2019
4956,3,39.7,44.3,76.7,2,12.0,1000.0,87.0,6.0,4.0,16,24,4,2019
4959,0,34.8,8.3,84.8,0,18.0,1017.0,88.0,1.0,6.0,21,21,7,2019
4962,0,39.3,0.0,71.4,0,8.0,1031.0,100.0,0.0,4.0,3,8,12,2018
4963,1,37.0,11.4,83.6,2,17.0,1016.0,55.0,5.0,6.0,13,19,5,2019
4964,0,41.3,10.9,77.9,0,17.0,1014.0,100.0,2.0,1.0,23,4,9,2018
4965,0,39.9,2.8,84.6,1,19.0,1012.0,88.0,1.0,6.0,20,3,7,2019
4967,3,35.8,47.6,79.8,2,17.0,1015.0,93.0,5.0,4.0,15,7,5,2019
4973,2,41.2,37.1,83.3,2,27.0,1019.0,50.0,4.0,6.0,15,14,9,2019
4974,1,37.8,5.8,62.3,0,7.0,1015.0,100.0,1.0,3.0,5,19,5,2019
4977,3,40.0,17.9,87.4,2,15.0,1011.0,100.0,1.0,4.0,7,4,9,2018
4980,4,39.7,69.1,75.5,2,19.0,1016.0,78.0,2.0,6.0,10,25,6,2019
4981,0,41.3,0.0,83.9,0,16.0,1016.0,100.0,1.0,1.0,23,17,9,2018
4984,1,44.3,4.4,81.7,0,24.0,1016.0,73.0,1.0,6.0,22,2,9,2019
4986,1,45.4,8.8,81.4,0,16.0,1018.0,93.0,3.0,6.0,23,19,8,2019
4988,2,36.2,31.0,93.3,2,26.0,1017.0,78.0,3.0,6.0,13,17,8,2019
4989,3,41.9,73.3,71.1,2,15.0,1017.0,100.0,11.0,4.0,7,18,7,2019
4991,2,33.6,28.1,81.9,2,21.0,1016.0,60.0,4.0,6.0,13,5,5,2019
4993,2,41.6,10.7,76.3,0,17.0,1023.0,53.0,4.0,3.0,6,13,9,2019
5000,3,34.1,58.1,75.3,2,24.0,1014.0,19.0,6.0,6.0,11,14,5,2019
5005,0,40.0,0.0,68.0,0,16.0,1019.0,100.0,7.0,4.0,5,1,7,2019
5012,3,42.9,24.3,81.2,0,13.0,1032.0,100.0,1.0,6.0,21,7,12,2018
5017,2,40.0,18.1,81.5,2,10.0,1013.0,100.0,4.0,4.0,12,19,1,2019
5019,1,40.8,8.9,89.9,1,14.0,1021.0,100.0,2.0,6.0,6,14,8,2019
5024,0,42.8,0.0,85.7,0,16.0,1012.0,100.0,1.0,5.0,3,5,9,2018
5025,2,42.3,9.9,72.4,2,20.0,1013.0,77.0,2.0,6.0,19,25,8,2019
5026,1,41.2,12.5,76.8,2,18.0,1015.0,100.0,4.0,4.0,9,18,8,2019
5028,3,40.7,81.6,84.2,2,20.0,1015.0,100.0,1.0,6.0,17,17,9,2019
5032,0,37.8,0.9,64.7,0,11.0,1021.0,93.0,5.0,6.0,2,10,6,2019
5036,2,52.0,2.5,69.7,0,8.0,1031.0,100.0,0.0,4.0,5,8,12,2018
5037,1,34.9,9.3,75.0,0,11.0,1024.0,87.0,0.0,6.0,0,8,6,2019
5038,4,43.1,85.0,70.4,2,29.0,1016.0,28.0,5.0,6.0,17,13,5,2019
5039,2,39.4,19.0,71.8,2,30.0,1021.0,27.0,3.0,4.0,14,30,5,2019
5041,2,33.6,45.4,77.6,2,28.0,1018.0,64.0,3.0,6.0,15,4,9,2019
5043,2,37.6,22.8,70.9,2,22.0,1019.0,23.0,5.0,3.0,10,13,5,2019
5046,2,37.1,32.6,83.1,2,31.0,1020.0,37.0,5.0,6.0,15,13,9,2019
5047,4,41.3,91.2,73.8,2,24.0,1018.0,69.0,5.0,6.0,17,1,7,2019
5048,4,47.9,54.9,74.4,2,11.0,1024.0,93.0,1.0,6.0,7,11,9,2019
5052,4,44.4,92.6,82.6,2,4.0,1024.0,100.0,0.0,1.0,8,13,11,2018
5055,2,34.5,23.8,90.0,2,22.0,1014.0,94.0,1.0,4.0,12,16,7,2019
5059,4,45.1,75.4,76.3,0,10.0,1012.0,87.0,5.0,5.0,19,22,11,2018
5061,0,48.1,0.8,84.2,0,14.0,1017.0,100.0,1.0,1.0,5,30,9,2018
5063,3,36.3,74.7,75.2,2,15.0,1014.0,82.0,4.0,3.0,10,4,6,2019
5071,1,34.1,16.5,91.7,2,9.0,1014.0,100.0,7.0,3.0,11,19,1,2019
5076,4,47.7,99.1,70.5,2,14.0,1018.0,87.0,3.0,4.0,7,27,5,2019
5077,0,40.2,0.0,67.2,0,15.0,1018.0,93.0,2.0,4.0,1,27,5,2019
5079,2,42.6,31.3,86.8,2,28.0,1019.0,37.0,6.0,6.0,13,5,9,2019
5080,1,37.4,7.2,82.5,0,17.0,1015.0,100.0,10.0,4.0,1,19,7,2019
5082,0,40.3,0.0,67.3,0,15.0,1014.0,30.0,5.0,3.0,5,14,5,2019
5083,1,45.4,10.4,78.7,0,17.0,1015.0,100.0,2.0,4.0,3,27,8,2019
5084,0,40.8,3.9,87.2,2,14.0,1022.0,100.0,1.0,1.0,8,22,9,2018
5085,0,46.1,0.0,76.5,0,13.0,1025.0,100.0,1.0,4.0,3,3,11,2018
5086,0,39.4,2.4,80.1,2,15.0,1022.0,87.0,1.0,6.0,9,28,4,2019
5088,0,44.9,8.4,77.1,0,20.0,1018.0,42.0,2.0,6.0,1,7,9,2019
5092,4,44.9,140.7,84.6,2,16.0,1022.0,100.0,1.0,1.0,9,28,9,2018
5095,0,47.3,3.7,84.7,0,15.0,1020.0,100.0,0.0,1.0,2,13,9,2018
5096,1,39.9,3.7,77.2,0,14.0,1020.0,100.0,4.0,4.0,22,13,4,2019
5098,1,52.1,4.9,73.3,0,19.0,1017.0,60.0,5.0,3.0,0,5,9,2019
5100,3,41.2,102.3,76.2,2,16.0,1018.0,63.0,5.0,3.0,9,11,6,2019
5101,3,47.9,47.2,65.9,2,11.0,1018.0,100.0,1.0,2.0,7,30,4,2019
5103,0,40.8,0.0,86.0,2,14.0,1017.0,100.0,5.0,4.0,7,14,4,2019
5105,2,40.8,54.4,83.4,0,12.0,1011.0,53.0,8.0,5.0,18,27,10,2018
5116,2,44.1,21.4,65.2,1,11.0,1001.0,82.0,4.0,3.0,19,24,4,2019
5117,4,44.7,33.8,75.8,2,17.0,1015.0,100.0,1.0,4.0,7,15,7,2019
5120,3,39.0,30.2,73.8,2,26.0,1021.0,41.0,3.0,4.0,14,29,5,2019
5121,2,40.3,10.0,86.5,0,12.0,1008.0,93.0,2.0,5.0,17,11,11,2018
5126,1,41.3,6.6,82.6,0,16.0,1020.0,100.0,2.0,1.0,20,15,9,2018
5127,4,43.0,121.8,73.9,2,17.0,1018.0,88.0,2.0,4.0,8,28,6,2019
5129,3,36.5,42.2,74.3,2,24.0,1018.0,47.0,6.0,6.0,16,28,5,2019
5130,2,49.3,21.3,72.8,2,17.0,1018.0,100.0,5.0,4.0,8,28,8,2019
5131,1,49.8,9.3,78.8,0,18.0,1017.0,77.0,1.0,6.0,2,22,8,2019
5136,0,47.8,0.0,86.3,0,14.0,1017.0,100.0,1.0,1.0,6,29,9,2018
5138,2,36.5,36.1,74.3,2,25.0,1018.0,44.0,6.0,6.0,15,28,5,2019
5140,0,44.4,0.0,83.2,0,17.0,1016.0,100.0,3.0,4.0,2,23,7,2019
5147,4,44.7,68.0,64.6,2,11.0,1016.0,93.0,10.0,4.0,8,29,11,2018
5149,1,44.0,11.9,75.5,0,16.0,1020.0,82.0,2.0,4.0,2,26,5,2019
5154,0,49.1,0.0,63.0,0,19.0,1019.0,37.0,7.0,6.0,22,28,5,2019
5156,3,40.4,32.1,76.1,2,8.0,1015.0,93.0,4.0,4.0,10,30,1,2019
5157,0,42.4,0.6,86.6,0,15.0,1019.0,100.0,0.0,1.0,5,16,9,2018
5159,1,34.1,23.6,86.9,2,16.0,1001.0,77.0,2.0,4.0,14,18,11,2018
5163,1,38.6,17.4,75.9,2,27.0,1016.0,36.0,4.0,6.0,19,13,5,2019
5164,0,44.0,7.8,80.9,2,16.0,1019.0,93.0,2.0,1.0,13,30,9,2018
5167,2,41.4,17.9,80.1,0,19.0,1017.0,88.0,1.0,4.0,0,22,8,2019
5170,0,39.4,0.0,88.8,0,18.0,1013.0,88.0,1.0,6.0,21,3,7,2019
5172,0,44.0,3.3,87.0,0,16.0,1019.0,100.0,0.0,1.0,0,24,8,2018
5173,0,37.7,5.4,91.3,0,17.0,1017.0,93.0,3.0,4.0,3,22,7,2019
5176,3,42.8,115.9,80.6,2,25.0,1017.0,44.0,5.0,6.0,17,6,9,2019
5178,3,40.2,31.2,81.3,1,26.0,1017.0,54.0,3.0,6.0,19,4,9,2019
5179,2,39.3,20.1,73.3,2,18.0,1013.0,88.0,1.0,4.0,8,26,8,2019
5181,4,45.4,66.0,73.0,2,6.0,1023.0,93.0,4.0,3.0,8,27,11,2018
5184,1,43.7,6.5,88.1,0,14.0,1016.0,100.0,9.0,4.0,6,1,9,2019
5185,0,43.0,0.0,71.0,1,18.0,1015.0,82.0,6.0,6.0,20,27,5,2019
5187,0,41.6,2.3,78.6,0,19.0,1014.0,82.0,2.0,6.0,22,1,9,2019
5188,2,36.4,33.1,74.8,2,21.0,1018.0,77.0,3.0,6.0,14,21,6,2019
5189,1,43.6,8.6,83.4,2,17.0,1008.0,100.0,7.0,4.0,8,21,9,2019
5191,0,41.5,0.0,76.1,0,11.0,1010.0,93.0,4.0,2.0,3,18,4,2019
5193,0,41.3,0.0,85.2,0,16.0,1016.0,100.0,2.0,1.0,2,18,9,2018
5202,4,48.3,96.1,71.9,2,12.0,1031.0,93.0,0.0,4.0,9,6,12,2018
5203,2,39.9,9.8,60.5,0,22.0,1020.0,64.0,3.0,4.0,21,29,5,2019
5204,0,42.2,0.0,81.8,0,13.0,1022.0,100.0,4.0,4.0,22,1,11,2018
5206,2,34.3,26.5,75.0,2,13.0,1022.0,87.0,3.0,4.0,11,4,12,2018
5207,4,47.4,101.4,62.0,2,18.0,1022.0,43.0,5.0,4.0,7,30,5,2019
5208,3,40.5,48.3,78.2,2,12.0,1016.0,93.0,9.0,5.0,11,29,11,2018
5209,0,43.6,1.3,69.5,0,15.0,1023.0,93.0,1.0,4.0,23,11,8,2019
5210,1,45.7,13.2,88.0,0,17.0,1020.0,100.0,0.0,4.0,3,15,8,2019
5211,1,45.9,11.2,77.3,0,16.0,1017.0,100.0,9.0,3.0,23,31,8,2019
5212,2,32.1,46.9,104.0,2,14.0,1013.0,82.0,10.0,6.0,12,5,3,2019
5213,3,40.6,34.0,71.1,2,21.0,1018.0,77.0,3.0,4.0,9,28,6,2019
5215,4,43.3,133.0,75.4,2,16.0,1018.0,93.0,1.0,4.0,8,30,9,2019
5216,1,38.8,7.3,70.4,1,20.0,1019.0,77.0,1.0,6.0,20,27,6,2019
5218,0,41.5,0.0,88.0,0,5.0,1030.0,100.0,2.0,1.0,2,5,2,2019
5220,1,39.3,17.9,80.3,2,21.0,1019.0,68.0,6.0,6.0,19,25,5,2019
5221,1,50.5,10.5,74.4,0,16.0,1019.0,100.0,2.0,4.0,2,16,8,2019
5224,2,35.9,42.3,88.3,2,19.0,1015.0,100.0,9.0,4.0,10,16,7,2019
5225,4,42.5,89.4,83.1,2,27.0,1013.0,57.0,3.0,6.0,18,12,7,2019
5234,2,51.7,7.8,72.2,0,11.0,993.0,81.0,6.0,4.0,7,1,2,2019
5235,0,40.4,9.9,83.2,0,16.0,1016.0,100.0,4.0,4.0,5,20,7,2019
5246,3,42.6,71.2,76.0,2,12.0,1008.0,93.0,4.0,5.0,16,25,11,2018
5248,3,32.1,41.5,80.9,2,21.0,1016.0,82.0,6.0,6.0,16,30,4,2019
5250,1,45.1,10.4,88.9,1,14.0,1020.0,100.0,1.0,1.0,7,16,9,2018
5252,0,37.9,3.8,64.6,0,12.0,1020.0,93.0,3.0,6.0,3,24,5,2019
5254,0,38.9,1.1,65.1,0,19.0,1019.0,82.0,1.0,6.0,21,27,6,2019
5255,0,43.8,0.0,80.9,0,16.0,1013.0,100.0,1.0,1.0,0,5,9,2018
5256,2,41.2,17.7,85.4,2,22.0,1017.0,41.0,5.0,3.0,10,8,9,2019
5259,4,43.1,59.0,71.1,2,28.0,1018.0,44.0,3.0,4.0,19,31,5,2019
5260,3,34.4,122.1,74.4,2,22.0,1022.0,68.0,5.0,6.0,15,11,5,2019
5262,1,33.3,13.7,84.9,2,17.0,1017.0,93.0,5.0,4.0,12,14,4,2019
5263,3,52.2,10.2,63.9,0,14.0,1022.0,93.0,6.0,4.0,7,3,12,2018
5264,2,36.6,24.3,87.8,2,12.0,1019.0,71.0,7.0,5.0,14,18,2,2019
5265,0,44.7,2.1,85.1,0,19.0,1022.0,72.0,2.0,6.0,21,11,9,2019
5266,1,42.5,9.6,84.7,2,18.0,1021.0,93.0,1.0,6.0,9,10,8,2019
5270,2,41.4,33.6,78.7,1,17.0,1021.0,72.0,5.0,6.0,20,15,6,2019
5272,2,43.8,28.4,82.8,2,25.0,1018.0,77.0,4.0,6.0,13,24,8,2019
5273,1,37.3,23.3,90.8,2,17.0,1017.0,93.0,2.0,4.0,13,17,9,2018
5276,0,42.6,0.0,72.1,0,10.0,1024.0,87.0,3.0,6.0,1,8,6,2019
5278,0,44.2,2.5,68.6,0,14.0,1009.0,100.0,2.0,4.0,23,24,11,2018
5282,1,46.4,2.0,77.9,0,17.0,1018.0,55.0,6.0,6.0,6,6,9,2019
5283,0,38.9,0.0,75.9,0,13.0,1021.0,100.0,3.0,4.0,21,1,11,2018
5284,3,44.7,46.2,85.7,2,18.0,1012.0,100.0,3.0,4.0,7,3,9,2018
5285,0,43.8,1.7,80.9,0,15.0,1020.0,100.0,0.0,1.0,22,30,9,2018
5286,4,46.8,129.4,80.9,2,17.0,1017.0,100.0,1.0,4.0,8,18,9,2018
5295,2,34.3,42.5,87.2,2,16.0,1006.0,100.0,4.0,3.0,12,15,10,2018
5296,1,45.2,26.6,89.4,2,15.0,1020.0,100.0,1.0,1.0,10,16,9,2018
5297,3,45.3,87.1,81.1,2,28.0,1021.0,24.0,6.0,6.0,14,12,5,2019
5300,4,39.7,117.0,82.8,2,13.0,1014.0,81.0,3.0,5.0,13,23,11,2018
5301,0,42.4,3.9,86.1,2,16.0,1023.0,100.0,1.0,1.0,9,22,9,2018
5303,2,31.3,23.0,85.9,2,22.0,1014.0,56.0,3.0,6.0,12,4,5,2019
5304,1,40.9,15.6,78.0,0,16.0,1022.0,87.0,3.0,6.0,22,27,9,2019
5306,3,40.4,22.7,70.8,2,19.0,1015.0,100.0,0.0,4.0,9,2,7,2019
5307,2,33.7,52.8,79.4,2,20.0,1021.0,68.0,4.0,6.0,19,11,5,2019
5308,1,45.5,0.7,77.5,0,15.0,1009.0,100.0,9.0,4.0,6,11,11,2018
5311,4,46.8,71.2,75.6,2,29.0,1019.0,34.0,2.0,4.0,17,31,5,2019
5316,2,35.7,40.8,87.1,2,14.0,1027.0,82.0,3.0,6.0,15,1,3,2019
5321,2,40.1,21.8,83.3,1,20.0,1017.0,93.0,4.0,3.0,19,27,8,2019
5322,4,44.0,87.8,83.9,2,27.0,1017.0,57.0,1.0,6.0,18,4,9,2019
5324,1,36.9,2.7,64.9,0,12.0,1024.0,100.0,0.0,6.0,2,28,4,2019
5329,0,39.4,0.0,88.2,0,17.0,1016.0,100.0,1.0,6.0,2,5,7,2019
5334,0,35.7,2.8,62.3,0,10.0,1013.0,93.0,1.0,6.0,3,14,6,2019
5338,1,36.1,9.6,66.0,0,18.0,1015.0,82.0,2.0,6.0,21,25,6,2019
5339,4,40.7,89.6,83.3,2,24.0,1015.0,73.0,5.0,6.0,18,17,7,2019
5340,1,39.7,8.1,82.7,0,18.0,1017.0,93.0,3.0,6.0,22,17,7,2019
5341,3,39.2,47.4,76.8,2,15.0,1022.0,82.0,5.0,6.0,9,10,9,2019
5343,3,41.7,58.9,80.1,2,18.0,1016.0,77.0,5.0,6.0,18,30,4,2019
5346,2,37.1,17.2,71.1,2,15.0,1013.0,100.0,2.0,4.0,7,24,6,2019
5348,2,39.9,20.3,81.2,2,27.0,1020.0,45.0,3.0,6.0,14,14,9,2019
5351,0,42.2,0.0,75.0,2,19.0,1016.0,49.0,4.0,3.0,8,8,9,2019
5363,1,35.6,11.6,94.6,0,17.0,1016.0,88.0,5.0,6.0,21,17,7,2019
5366,2,39.2,17.0,87.2,2,10.0,1012.0,100.0,6.0,3.0,13,30,1,2019
5368,2,37.8,24.3,88.4,2,14.0,1003.0,100.0,5.0,6.0,11,31,1,2019
5369,3,36.1,109.7,74.8,2,14.0,1013.0,82.0,8.0,3.0,10,9,5,2019
5373,0,46.8,0.0,71.2,0,12.0,1018.0,100.0,2.0,2.0,5,29,4,2019
5378,3,38.5,57.1,93.0,2,21.0,1015.0,100.0,3.0,3.0,13,25,7,2019
5383,4,44.5,102.8,85.0,2,10.0,999.0,87.0,2.0,3.0,8,30,10,2018
5386,0,47.2,4.5,87.4,0,14.0,1022.0,82.0,2.0,6.0,0,11,9,2019
5387,2,41.1,18.6,84.1,2,27.0,1017.0,24.0,4.0,6.0,14,7,9,2019
5388,0,38.9,1.9,90.3,0,15.0,1020.0,100.0,0.0,1.0,3,16,9,2018
5389,4,40.0,88.2,70.9,2,12.0,1019.0,100.0,1.0,2.0,8,30,4,2019
5392,4,40.8,109.1,74.8,2,14.0,1018.0,100.0,4.0,4.0,8,9,9,2019
5393,2,40.7,18.3,85.2,2,13.0,1009.0,93.0,9.0,5.0,13,6,11,2018
5397,3,41.9,71.7,78.3,2,30.0,1016.0,39.0,5.0,6.0,16,21,8,2019
5398,0,39.6,3.8,65.8,0,16.0,1021.0,59.0,6.0,3.0,5,12,5,2019
5400,2,37.1,19.4,76.3,2,23.0,1014.0,69.0,4.0,3.0,10,26,8,2019
5401,0,39.9,0.0,65.8,0,17.0,1016.0,87.0,5.0,6.0,22,27,5,2019
5402,3,34.2,41.2,79.1,2,23.0,1017.0,82.0,7.0,6.0,17,29,6,2019
5407,1,37.9,4.7,65.6,0,16.0,1016.0,100.0,0.0,4.0,3,30,6,2019
5412,1,42.5,3.6,83.4,0,12.0,1016.0,93.0,1.0,1.0,0,26,10,2018
