,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,HOUR,DAY,MONTH,YEAR,IS_STORMY
5200,0,43.8,0.0,92.0,0,18.0,1015.0,100.0,11.0,23,15,7,2019,0.0
5201,2,36.1,34.3,83.1,2,29.0,1017.0,83.0,3.0,14,23,8,2019,0.0
5202,4,48.3,96.1,71.9,2,12.0,1031.0,93.0,0.0,9,6,12,2018,0.0
5203,2,39.9,9.8,60.5,0,22.0,1020.0,64.0,3.0,21,29,5,2019,0.0
5204,0,42.2,0.0,81.8,0,13.0,1022.0,100.0,4.0,22,1,11,2018,0.0
5205,1,45.5,4.3,66.2,0,13.0,1009.0,71.0,12.0,21,25,11,2018,0.0
5206,2,34.3,26.5,75.0,2,13.0,1022.0,87.0,3.0,11,4,12,2018,0.0
5207,4,47.4,101.4,62.0,2,18.0,1022.0,43.0,5.0,7,30,5,2019,0.0
5209,0,43.6,1.3,69.5,0,15.0,1023.0,93.0,1.0,23,11,8,2019,0.0
5210,1,45.7,13.2,88.0,0,17.0,1020.0,100.0,0.0,3,15,8,2019,0.0
5211,1,45.9,11.2,77.3,0,16.0,1017.0,100.0,9.0,23,31,8,2019,0.0
5213,3,40.6,34.0,71.1,2,21.0,1018.0,77.0,3.0,9,28,6,2019,0.0
5214,0,42.2,1.6,79.5,0,13.0,1021.0,100.0,1.0,5,25,9,2019,0.0
5215,4,43.3,133.0,75.4,2,16.0,1018.0,93.0,1.0,8,30,9,2019,0.0
5216,1,38.8,7.3,70.4,1,20.0,1019.0,77.0,1.0,20,27,6,2019,0.0
5217,4,44.1,66.1,72.1,2,12.0,1020.0,93.0,5.0,9,26,11,2018,0.0
5218,0,41.5,0.0,88.0,0,5.0,1030.0,100.0,2.0,2,5,2,2019,0.0
5219,0,39.8,2.4,85.6,0,19.0,1014.0,88.0,1.0,23,6,9,2018,0.0
5220,1,39.3,17.9,80.3,2,21.0,1019.0,68.0,6.0,19,25,5,2019,0.0
5221,1,50.5,10.5,74.4,0,16.0,1019.0,100.0,2.0,2,16,8,2019,0.0
5222,0,41.5,0.0,75.6,0,10.0,1012.0,62.0,1.0,5,31,3,2019,0.0
5223,0,44.0,0.9,85.5,0,14.0,1013.0,62.0,2.0,1,9,10,2018,0.0
5224,2,35.9,42.3,88.3,2,19.0,1015.0,100.0,9.0,10,16,7,2019,0.0
5225,4,42.5,89.4,83.1,2,27.0,1013.0,57.0,3.0,18,12,7,2019,0.0
5226,2,38.2,11.1,73.6,2,14.0,1001.0,82.0,2.0,13,20,11,2018,0.0
5227,2,41.6,22.2,79.5,2,16.0,1011.0,93.0,5.0,16,10,11,2018,0.0
5228,2,37.6,22.1,84.9,2,20.0,1019.0,64.0,5.0,13,6,10,2018,0.0
5229,2,30.9,23.0,96.3,0,9.0,1029.0,66.0,2.0,19,3,2,2019,0.0
5230,1,34.1,7.9,87.8,0,18.0,1016.0,93.0,1.0,22,6,7,2019,0.0
5231,0,43.5,0.0,76.2,0,15.0,1019.0,93.0,2.0,22,22,9,2019,0.0
5232,1,43.3,14.9,79.4,2,14.0,1020.0,100.0,3.0,7,11,8,2019,0.0
5233,4,47.0,81.6,77.8,2,13.0,1015.0,72.0,3.0,8,15,11,2018,0.0
5235,0,40.4,9.9,83.2,0,16.0,1016.0,100.0,4.0,5,20,7,2019,0.0
5236,1,41.9,3.9,84.5,0,14.0,1017.0,76.0,1.0,20,7,10,2018,0.0
5237,0,41.1,0.0,86.7,0,7.0,1030.0,87.0,0.0,0,12,2,2019,0.0
5238,0,39.5,0.0,88.4,0,12.0,1023.0,51.0,4.0,22,14,2,2019,0.0
5239,2,32.1,26.9,83.4,2,15.0,1002.0,82.0,2.0,16,19,11,2018,0.0
5240,2,43.3,27.5,87.9,2,14.0,1016.0,50.0,9.0,11,27,10,2018,0.0
5241,0,34.4,2.6,87.0,0,7.0,1023.0,87.0,1.0,1,21,2,2019,0.0
5242,1,42.6,2.4,87.0,2,16.0,1015.0,93.0,1.0,8,8,8,2018,0.0
5243,3,40.6,18.5,89.2,2,20.0,1013.0,73.0,1.0,8,2,8,2018,0.0
5244,2,37.1,34.0,87.2,0,15.0,1027.0,82.0,3.0,17,5,12,2018,0.0
5245,2,44.1,22.9,84.5,2,21.0,1022.0,68.0,2.0,13,26,9,2019,0.0
5247,0,45.2,7.7,78.1,0,19.0,1017.0,93.0,1.0,21,30,9,2019,0.0
5248,3,32.1,41.5,80.9,2,21.0,1016.0,82.0,6.0,16,30,4,2019,0.0
5249,0,44.1,0.0,84.5,0,22.0,1016.0,83.0,1.0,1,4,8,2018,0.0
5250,1,45.1,10.4,88.9,1,14.0,1020.0,100.0,1.0,7,16,9,2018,0.0
5251,0,43.3,1.1,85.7,0,12.0,1011.0,62.0,2.0,5,9,10,2018,0.0
5252,0,37.9,3.8,64.6,0,12.0,1020.0,93.0,3.0,3,24,5,2019,0.0
5253,1,35.5,8.1,73.9,0,18.0,1013.0,82.0,9.0,21,20,4,2019,0.0
5254,0,38.9,1.1,65.1,0,19.0,1019.0,82.0,1.0,21,27,6,2019,0.0
5255,0,43.8,0.0,80.9,0,16.0,1013.0,100.0,1.0,0,5,9,2018,0.0
5256,2,41.2,17.7,85.4,2,22.0,1017.0,41.0,5.0,10,8,9,2019,0.0
5257,2,36.5,32.6,74.8,0,8.0,1018.0,93.0,3.0,20,18,1,2019,0.0
5258,2,37.1,26.0,85.0,2,13.0,1023.0,66.0,5.0,14,27,1,2019,0.0
5259,4,43.1,59.0,71.1,2,28.0,1018.0,44.0,3.0,19,31,5,2019,0.0
5260,3,34.4,122.1,74.4,2,22.0,1022.0,68.0,5.0,15,11,5,2019,0.0
5261,2,34.6,31.7,94.3,2,12.0,1020.0,66.0,3.0,15,19,2,2019,0.0
5263,3,52.2,10.2,63.9,0,14.0,1022.0,93.0,6.0,7,3,12,2018,0.0
5265,0,44.7,2.1,85.1,0,19.0,1022.0,72.0,2.0,21,11,9,2019,0.0
5266,1,42.5,9.6,84.7,2,18.0,1021.0,93.0,1.0,9,10,8,2019,0.0
5267,2,33.6,36.9,84.5,2,18.0,1024.0,42.0,2.0,16,10,12,2018,0.0
5268,0,42.2,1.2,84.7,2,17.0,1015.0,82.0,1.0,9,26,8,2018,0.0
5269,3,37.4,83.9,88.2,1,15.0,1025.0,93.0,3.0,17,2,11,2018,0.0
5270,2,41.4,33.6,78.7,1,17.0,1021.0,72.0,5.0,20,15,6,2019,0.0
5271,1,43.3,8.1,75.7,0,17.0,1015.0,93.0,2.0,6,27,8,2019,0.0
5272,2,43.8,28.4,82.8,2,25.0,1018.0,77.0,4.0,13,24,8,2019,0.0
5273,1,37.3,23.3,90.8,2,17.0,1017.0,93.0,2.0,13,17,9,2018,0.0
5274,3,37.0,60.5,90.6,2,20.0,1016.0,88.0,3.0,14,22,8,2018,0.0
5275,2,34.2,34.5,96.5,2,19.0,1027.0,40.0,2.0,17,25,2,2019,0.0
5276,0,42.6,0.0,72.1,0,10.0,1024.0,87.0,3.0,1,8,6,2019,0.0
5277,0,43.5,0.0,87.9,0,15.0,1020.0,42.0,5.0,5,2,10,2018,0.0
5279,3,37.8,166.3,78.2,0,12.0,1032.0,87.0,1.0,18,8,12,2018,0.0
5280,1,38.2,8.1,88.4,0,27.0,1012.0,37.0,3.0,20,1,9,2018,0.0
5281,3,38.2,58.1,88.4,2,17.0,1007.0,93.0,4.0,17,15,10,2018,0.0
5282,1,46.4,2.0,77.9,0,17.0,1018.0,55.0,6.0,6,6,9,2019,0.0
5283,0,38.9,0.0,75.9,0,13.0,1021.0,100.0,3.0,21,1,11,2018,0.0
5284,3,44.7,46.2,85.7,2,18.0,1012.0,100.0,3.0,7,3,9,2018,0.0
5285,0,43.8,1.7,80.9,0,15.0,1020.0,100.0,0.0,22,30,9,2018,0.0
5286,4,46.8,129.4,80.9,2,17.0,1017.0,100.0,1.0,8,18,9,2018,0.0
5287,1,37.3,16.8,90.8,2,19.0,1013.0,88.0,1.0,9,27,8,2018,0.0
5288,3,43.3,44.6,85.7,2,26.0,1020.0,25.0,3.0,17,3,10,2018,0.0
5289,0,41.9,0.0,84.5,0,18.0,1005.0,82.0,7.0,21,10,10,2018,0.0
5290,0,41.8,0.0,77.1,0,13.0,1017.0,93.0,6.0,6,24,1,2019,0.0
5291,0,40.8,2.8,76.8,0,14.0,1020.0,93.0,3.0,0,23,9,2019,0.0
5292,2,40.8,19.3,73.6,2,17.0,1016.0,72.0,4.0,11,15,11,2018,0.0
5293,1,40.5,1.0,88.0,2,16.0,1020.0,87.0,3.0,7,9,8,2018,0.0
5294,1,37.4,15.2,89.3,2,21.0,1015.0,77.0,3.0,13,5,9,2018,0.0
5296,1,45.2,26.6,89.4,2,15.0,1020.0,100.0,1.0,10,16,9,2018,0.0
5297,3,45.3,87.1,81.1,2,28.0,1021.0,24.0,6.0,14,12,5,2019,0.0
5298,1,32.9,7.7,71.7,0,15.0,1019.0,93.0,2.0,20,10,5,2019,0.0
5299,1,34.6,9.7,92.4,2,27.0,1015.0,69.0,1.0,18,5,8,2018,0.0
5301,0,42.4,3.9,86.1,2,16.0,1023.0,100.0,1.0,9,22,9,2018,0.0
5302,3,38.2,75.7,86.3,2,6.0,1022.0,81.0,3.0,10,20,2,2019,0.0
5303,2,31.3,23.0,85.9,2,22.0,1014.0,56.0,3.0,12,4,5,2019,0.0
5304,1,40.9,15.6,78.0,0,16.0,1022.0,87.0,3.0,22,27,9,2019,0.0
5305,2,44.3,13.7,68.2,0,10.0,1010.0,87.0,7.0,2,22,11,2018,0.0
5306,3,40.4,22.7,70.8,2,19.0,1015.0,100.0,0.0,9,2,7,2019,0.0
5307,2,33.7,52.8,79.4,2,20.0,1021.0,68.0,4.0,19,11,5,2019,0.0
5309,0,44.0,1.9,81.4,0,16.0,1014.0,82.0,3.0,0,19,10,2018,0.0
5310,0,38.3,0.0,63.9,0,13.0,1016.0,76.0,6.0,22,16,5,2019,0.0
5311,4,46.8,71.2,75.6,2,29.0,1019.0,34.0,2.0,17,31,5,2019,0.0
5312,1,44.0,9.3,79.3,2,22.0,1015.0,60.0,3.0,14,15,11,2018,0.0
5313,1,38.6,15.8,84.0,2,15.0,1023.0,59.0,4.0,12,11,12,2018,0.0
5314,0,39.3,0.0,88.7,2,9.0,1020.0,87.0,2.0,8,17,2,2019,0.0
5315,0,42.8,4.2,81.3,0,16.0,1011.0,93.0,7.0,23,10,11,2018,0.0
5316,2,35.7,40.8,87.1,2,14.0,1027.0,82.0,3.0,15,1,3,2019,0.0
5317,0,37.3,1.1,78.4,0,18.0,1016.0,100.0,2.0,0,14,7,2019,0.0
5318,1,39.8,10.8,91.2,2,19.0,1017.0,52.0,5.0,8,20,10,2018,0.0
5319,3,41.9,44.0,86.6,2,26.0,1019.0,45.0,5.0,16,24,9,2018,0.0
5320,3,36.7,72.4,94.7,0,13.0,1025.0,71.0,4.0,18,10,2,2019,0.0
5321,2,40.1,21.8,83.3,1,20.0,1017.0,93.0,4.0,19,27,8,2019,0.0
5322,4,44.0,87.8,83.9,2,27.0,1017.0,57.0,1.0,18,4,9,2019,0.0
5323,3,34.1,121.8,75.8,2,17.0,1018.0,55.0,7.0,10,11,6,2019,0.0
5324,1,36.9,2.7,64.9,0,12.0,1024.0,100.0,0.0,2,28,4,2019,0.0
5325,2,38.1,26.8,91.1,2,20.0,1019.0,88.0,2.0,19,9,8,2019,0.0
5326,3,42.9,25.4,86.5,0,18.0,1022.0,88.0,2.0,20,22,9,2018,0.0
5327,2,40.2,35.5,88.8,1,17.0,1027.0,67.0,2.0,18,25,2,2019,0.0
5328,0,37.2,1.7,62.5,0,12.0,1017.0,82.0,1.0,23,5,6,2019,0.0
5329,0,39.4,0.0,88.2,0,17.0,1016.0,100.0,1.0,2,5,7,2019,0.0
5330,2,42.8,13.6,81.6,2,8.0,1019.0,70.0,4.0,11,2,2,2019,0.0
5331,2,43.8,45.8,86.3,2,21.0,1017.0,73.0,2.0,12,6,8,2018,0.0
5332,3,39.8,40.4,82.8,2,24.0,1018.0,77.0,5.0,16,24,8,2019,0.0
5333,3,34.3,88.4,92.7,0,10.0,1022.0,66.0,6.0,18,2,2,2019,0.0
5334,0,35.7,2.8,62.3,0,10.0,1013.0,93.0,1.0,3,14,6,2019,0.0
5335,3,40.1,52.5,87.5,2,24.0,1016.0,83.0,4.0,16,14,7,2019,0.0
5336,1,37.5,7.7,85.7,0,19.0,1020.0,77.0,1.0,22,11,9,2018,0.0
5337,2,40.3,23.3,75.5,2,21.0,1019.0,82.0,6.0,14,30,6,2019,0.0
5339,4,40.7,89.6,83.3,2,24.0,1015.0,73.0,5.0,18,17,7,2019,0.0
5340,1,39.7,8.1,82.7,0,18.0,1017.0,93.0,3.0,22,17,7,2019,0.0
5341,3,39.2,47.4,76.8,2,15.0,1022.0,82.0,5.0,9,10,9,2019,0.0
5342,2,35.0,33.7,79.4,2,14.0,1031.0,87.0,2.0,13,7,12,2018,0.0
5343,3,41.7,58.9,80.1,2,18.0,1016.0,77.0,5.0,18,30,4,2019,0.0
5344,3,44.9,34.6,77.4,0,13.0,1003.0,93.0,0.0,18,19,11,2018,0.0
5345,3,40.3,90.4,85.7,0,14.0,1021.0,82.0,2.0,17,3,11,2018,0.0
5347,0,42.0,0.0,87.8,0,16.0,1022.0,93.0,0.0,2,24,9,2018,0.0
5348,2,39.9,20.3,81.2,2,27.0,1020.0,45.0,3.0,14,14,9,2019,0.0
5349,1,44.6,1.3,83.5,0,16.0,1013.0,93.0,3.0,3,4,7,2019,0.0
5350,0,41.8,0.0,80.5,0,18.0,1014.0,100.0,3.0,1,25,7,2019,0.0
5351,0,42.2,0.0,75.0,2,19.0,1016.0,49.0,4.0,8,8,9,2019,0.0
5352,3,46.9,33.7,87.4,2,22.0,1020.0,53.0,3.0,17,22,10,2018,0.0
5353,0,39.9,0.0,79.1,2,17.0,1001.0,77.0,2.0,13,18,11,2018,0.0
5354,0,41.8,0.0,73.8,0,8.0,1021.0,100.0,0.0,4,11,4,2019,0.0
5355,2,37.4,32.1,92.8,2,30.0,1014.0,48.0,4.0,15,2,8,2018,0.0
5356,1,46.2,1.2,81.4,0,4.0,1029.0,93.0,1.0,4,5,2,2019,0.0
5357,1,40.8,13.0,84.9,2,22.0,1013.0,77.0,2.0,13,4,9,2018,0.0
5358,4,44.0,118.5,62.1,2,17.0,1020.0,93.0,7.0,8,1,7,2019,0.0
5359,1,36.2,7.1,88.5,0,13.0,1027.0,76.0,0.0,22,25,2,2019,0.0
5360,3,34.7,75.2,81.6,2,18.0,1015.0,93.0,3.0,16,14,4,2019,0.0
5361,3,41.2,38.0,76.1,2,17.0,1019.0,67.0,3.0,17,6,5,2019,0.0
5362,1,34.6,13.0,75.3,2,17.0,1016.0,77.0,3.0,12,20,5,2019,0.0
5363,1,35.6,11.6,94.6,0,17.0,1016.0,88.0,5.0,21,17,7,2019,0.0
5364,1,41.4,9.7,85.1,2,17.0,1017.0,82.0,4.0,12,17,10,2018,0.0
5365,4,38.8,96.9,75.1,2,19.0,1007.0,56.0,5.0,16,17,11,2018,0.0
5367,2,37.2,17.3,83.7,2,23.0,1020.0,57.0,3.0,14,11,8,2018,0.0
5369,3,36.1,109.7,74.8,2,14.0,1013.0,82.0,8.0,10,9,5,2019,0.0
5370,3,37.5,59.6,80.8,2,32.0,1016.0,48.0,3.0,16,22,8,2019,0.0
5371,3,44.6,45.2,86.5,2,23.0,1017.0,43.0,2.0,16,4,10,2018,0.0
5372,3,41.3,30.5,85.0,2,19.0,1019.0,93.0,3.0,8,31,7,2018,0.0
5374,2,40.7,12.5,77.1,0,12.0,1020.0,100.0,0.0,6,26,9,2019,0.0
5375,0,41.6,0.0,87.1,0,3.0,1021.0,100.0,0.0,5,19,2,2019,0.0
5376,2,31.7,25.6,102.7,2,12.0,1026.0,47.0,1.0,11,15,2,2019,0.0
5377,1,40.9,8.4,73.7,2,20.0,1016.0,93.0,3.0,19,14,7,2019,0.0
5379,0,48.0,0.0,86.5,2,7.0,1011.0,75.0,6.0,8,28,10,2018,0.0
5380,3,46.9,39.4,65.5,2,10.0,1011.0,100.0,4.0,7,18,4,2019,0.0
5381,4,41.3,106.4,71.9,2,17.0,1022.0,63.0,3.0,16,7,6,2019,0.0
5382,2,34.2,19.6,92.5,2,27.0,1013.0,42.0,2.0,18,21,8,2018,0.0
5384,2,40.0,34.2,84.5,2,21.0,1017.0,64.0,3.0,18,30,8,2018,0.0
5385,3,49.8,74.7,87.9,0,17.0,1008.0,93.0,2.0,18,15,10,2018,0.0
5386,0,47.2,4.5,87.4,0,14.0,1022.0,82.0,2.0,0,11,9,2019,0.0
5387,2,41.1,18.6,84.1,2,27.0,1017.0,24.0,4.0,14,7,9,2019,0.0
5388,0,38.9,1.9,90.3,0,15.0,1020.0,100.0,0.0,3,16,9,2018,0.0
5390,1,34.5,8.8,89.7,0,11.0,1021.0,81.0,0.0,20,16,2,2019,0.0
5391,3,37.5,100.2,84.3,0,14.0,1026.0,93.0,2.0,18,2,11,2018,0.0
5392,4,40.8,109.1,74.8,2,14.0,1018.0,100.0,4.0,8,9,9,2019,0.0
5394,0,40.0,0.0,88.8,0,15.0,1018.0,93.0,0.0,0,25,8,2018,0.0
5395,0,40.8,2.7,82.6,0,15.0,1017.0,72.0,1.0,19,7,10,2018,0.0
5396,0,43.3,1.9,79.5,1,13.0,1024.0,100.0,1.0,7,3,11,2018,0.0
5397,3,41.9,71.7,78.3,2,30.0,1016.0,39.0,5.0,16,21,8,2019,0.0
5398,0,39.6,3.8,65.8,0,16.0,1021.0,59.0,6.0,5,12,5,2019,0.0
5399,1,45.3,6.1,72.4,0,18.0,1018.0,100.0,2.0,23,27,8,2019,0.0
5400,2,37.1,19.4,76.3,2,23.0,1014.0,69.0,4.0,10,26,8,2019,0.0
5401,0,39.9,0.0,65.8,0,17.0,1016.0,87.0,5.0,22,27,5,2019,0.0
5402,3,34.2,41.2,79.1,2,23.0,1017.0,82.0,7.0,17,29,6,2019,0.0
5403,1,42.5,11.6,89.6,0,19.0,1015.0,100.0,2.0,2,18,8,2019,0.0
5404,3,35.4,67.0,78.1,2,15.0,1001.0,82.0,4.0,15,22,4,2019,0.0
5405,0,39.2,0.0,92.0,0,10.0,1018.0,93.0,4.0,3,5,3,2019,0.0
5406,1,45.0,1.1,88.7,0,14.0,1011.0,93.0,3.0,2,18,10,2018,0.0
5407,1,37.9,4.7,65.6,0,16.0,1016.0,100.0,0.0,3,30,6,2019,0.0
5408,0,36.2,3.8,87.2,2,15.0,1021.0,58.0,3.0,13,26,1,2019,0.0
5409,1,34.5,14.7,76.2,2,17.0,1026.0,37.0,3.0,13,10,12,2018,0.0
5410,0,43.3,0.0,70.9,0,16.0,1019.0,93.0,1.0,1,3,6,2019,0.0
5411,4,42.0,77.4,70.2,2,10.0,1017.0,100.0,1.0,8,2,4,2019,0.0
5412,1,42.5,3.6,83.4,0,12.0,1016.0,93.0,1.0,0,26,10,2018,0.0
5413,0,37.8,1.4,86.8,0,8.0,1027.0,100.0,0.0,5,1,3,2019,0.0
5416,0,39.1,5.0,90.8,2,7.0,1023.0,58.0,4.0,8,16,2,2019,0.0
5418,2,37.1,35.5,90.1,2,24.0,1021.0,36.0,5.0,11,1,10,2018,0.0
5420,0,44.0,1.7,85.5,0,16.0,1019.0,100.0,0.0,3,24,8,2018,0.0
5421,0,42.9,1.1,87.9,0,11.0,1017.0,58.0,4.0,2,8,10,2018,0.0
5423,1,43.1,9.1,87.3,0,15.0,1016.0,93.0,0.0,23,29,9,2018,0.0
5424,1,41.2,2.4,83.8,0,18.0,1016.0,93.0,2.0,23,8,7,2019,0.0
5425,0,42.8,0.0,86.2,0,16.0,1011.0,93.0,1.0,6,4,9,2018,0.0
5426,2,32.1,17.8,75.7,2,19.0,1014.0,48.0,4.0,19,4,5,2019,0.0
5427,1,33.6,6.7,77.4,0,16.0,1017.0,87.0,1.0,21,21,6,2019,0.0
5428,3,41.1,82.8,71.7,2,15.0,1015.0,77.0,7.0,17,16,5,2019,0.0
5429,2,34.2,30.1,85.2,2,18.0,1028.0,77.0,6.0,13,27,4,2019,0.0
5430,2,38.6,18.5,75.6,2,21.0,1016.0,77.0,2.0,19,26,6,2019,0.0
5432,0,45.5,0.0,80.2,0,15.0,1019.0,100.0,0.0,4,24,8,2018,0.0
5433,1,38.6,12.5,97.7,2,12.0,1024.0,66.0,4.0,12,27,1,2019,0.0
5434,1,41.5,16.2,93.8,0,16.0,1020.0,100.0,9.0,5,15,8,2019,0.0
5435,0,41.0,0.0,85.3,1,7.0,1028.0,93.0,1.0,6,27,4,2019,0.0
5436,1,36.9,8.1,65.1,0,13.0,1017.0,67.0,8.0,3,29,11,2018,0.0
5437,1,41.3,4.7,82.6,0,16.0,1013.0,82.0,3.0,22,18,10,2018,0.0
5438,0,46.3,0.7,87.9,2,12.0,1015.0,93.0,0.0,7,26,8,2018,0.0
5439,0,41.1,0.0,89.7,0,22.0,1012.0,60.0,1.0,1,2,9,2018,0.0
5440,3,34.6,33.7,80.0,2,23.0,1014.0,45.0,3.0,17,4,5,2019,0.0
5441,4,43.2,124.1,82.3,2,21.0,1022.0,64.0,8.0,15,9,8,2018,0.0
5442,1,41.1,7.5,83.3,0,20.0,1016.0,94.0,0.0,0,5,8,2018,0.0
5443,0,38.6,3.2,82.6,2,16.0,1023.0,87.0,7.0,14,2,12,2018,0.0
5444,0,47.3,2.3,73.5,0,21.0,1018.0,35.0,3.0,0,6,9,2019,0.0
5445,1,36.5,4.8,70.5,0,12.0,1030.0,93.0,1.0,1,7,12,2018,0.0
5446,3,35.8,132.6,76.0,2,15.0,1015.0,87.0,3.0,10,10,5,2019,0.0
5447,0,41.9,0.0,87.0,0,14.0,1022.0,100.0,1.0,6,10,9,2018,0.0
5448,0,42.0,0.0,75.1,0,7.0,1018.0,93.0,2.0,3,19,1,2019,0.0
5449,2,38.5,18.8,91.1,1,18.0,1020.0,82.0,1.0,19,12,9,2018,0.0
5450,3,35.0,39.0,85.1,2,26.0,1014.0,64.0,2.0,15,26,8,2019,0.0
5451,0,41.9,0.0,75.8,0,10.0,1016.0,76.0,4.0,1,3,4,2019,0.0
5452,2,40.1,21.9,78.5,2,12.0,1021.0,100.0,1.0,7,13,8,2019,0.0
5453,1,43.8,8.7,78.4,2,24.0,1016.0,69.0,3.0,13,1,9,2019,0.0
5454,0,42.8,1.2,85.7,0,15.0,1025.0,59.0,3.0,0,24,10,2018,0.0
5455,1,40.5,14.7,81.4,2,17.0,1013.0,93.0,2.0,11,23,6,2019,0.0
5456,2,38.4,21.2,87.0,2,14.0,1020.0,67.0,3.0,14,26,1,2019,0.0
5458,3,39.3,55.8,83.8,2,19.0,1022.0,77.0,2.0,10,14,8,2019,0.0
5459,0,41.4,0.0,75.1,0,16.0,1018.0,55.0,1.0,3,20,4,2019,0.0
5460,2,32.9,29.9,83.2,2,19.0,1027.0,77.0,7.0,14,27,4,2019,0.0
5461,1,41.1,3.2,66.8,1,15.0,1013.0,67.0,5.0,20,12,6,2019,0.0
5462,3,39.8,94.7,72.8,2,14.0,1016.0,67.0,4.0,10,16,11,2018,0.0
5463,1,45.2,3.5,64.5,0,18.0,1021.0,43.0,3.0,5,30,5,2019,0.0
5464,0,40.1,0.0,89.4,0,17.0,1015.0,100.0,3.0,3,23,7,2019,0.0
5465,1,36.9,8.0,64.5,0,6.0,1020.0,100.0,0.0,3,17,1,2019,0.0
5466,3,39.5,49.6,79.0,2,29.0,1016.0,45.0,3.0,14,2,9,2019,0.0
5467,2,42.5,58.1,87.6,2,20.0,1018.0,88.0,3.0,14,12,8,2018,0.0
5468,0,42.1,0.7,73.1,0,18.0,1020.0,93.0,1.0,21,29,9,2019,0.0
5469,0,41.8,2.2,68.8,0,14.0,1020.0,82.0,6.0,21,8,6,2019,0.0
5470,1,37.3,17.3,93.8,0,10.0,1029.0,71.0,3.0,6,23,2,2019,0.0
5471,0,41.9,4.0,79.3,0,17.0,1016.0,100.0,1.0,0,9,7,2019,0.0
5472,2,38.1,21.9,92.0,2,19.0,1015.0,88.0,2.0,10,5,9,2018,0.0
5473,0,38.6,1.0,69.6,2,8.0,1011.0,93.0,1.0,8,25,11,2018,0.0
5474,0,42.1,0.0,62.9,0,10.0,1023.0,93.0,3.0,2,8,6,2019,0.0
5475,0,42.8,0.0,82.1,0,16.0,1017.0,100.0,5.0,5,22,7,2019,0.0
5476,2,46.7,12.7,60.7,0,15.0,1017.0,93.0,1.0,2,27,5,2019,0.0
5477,2,38.8,32.5,84.7,0,17.0,1014.0,93.0,0.0,22,23,6,2019,0.0
5478,4,43.0,91.4,70.6,2,16.0,1012.0,100.0,7.0,18,9,5,2019,0.0
5479,0,39.1,0.0,92.7,0,12.0,1028.0,76.0,1.0,3,23,2,2019,0.0
5480,2,38.6,23.7,80.8,0,10.0,1020.0,87.0,3.0,19,26,1,2019,0.0
5483,0,42.4,1.3,86.1,0,15.0,1017.0,100.0,0.0,6,14,9,2018,0.0
5484,1,34.2,8.5,85.4,1,24.0,1013.0,69.0,3.0,20,11,7,2019,0.0
5485,2,41.4,50.4,87.3,2,19.0,1020.0,82.0,2.0,17,9,9,2018,0.0
5486,2,40.5,50.4,84.7,2,18.0,1019.0,77.0,4.0,18,28,9,2019,0.0
5487,0,35.3,2.7,61.1,0,15.0,1017.0,100.0,2.0,0,22,6,2019,0.0
5488,1,40.4,5.3,67.7,2,18.0,1021.0,63.0,1.0,8,26,5,2019,0.0
5489,1,47.7,1.3,72.8,0,12.0,1005.0,93.0,3.0,1,21,11,2018,0.0
5490,3,40.3,92.4,85.5,2,19.0,1021.0,63.0,7.0,18,10,9,2019,0.0
5491,0,38.2,3.0,64.0,0,16.0,1020.0,59.0,2.0,4,29,5,2019,0.0
5492,2,36.1,31.8,84.2,2,20.0,1018.0,100.0,1.0,11,30,9,2019,0.0
5493,0,44.2,2.7,75.1,0,19.0,1017.0,68.0,4.0,1,5,9,2019,0.0
5494,3,41.7,57.4,85.8,2,7.0,1029.0,62.0,6.0,10,13,2,2019,0.0
5495,3,40.7,39.9,94.7,0,7.0,1012.0,79.0,0.0,18,4,2,2019,0.0
5496,0,44.3,4.5,87.8,0,15.0,1015.0,100.0,0.0,4,8,8,2018,0.0
5497,2,43.7,43.5,88.3,2,19.0,1016.0,77.0,3.0,11,15,8,2018,0.0
5498,3,37.1,42.7,89.5,2,29.0,1025.0,42.0,3.0,14,12,9,2019,0.0
5499,0,40.8,3.3,92.0,0,18.0,1016.0,100.0,3.0,22,25,7,2018,0.0
5500,0,40.0,0.0,79.6,0,7.0,1023.0,93.0,3.0,5,27,11,2018,0.0
5501,0,44.0,0.0,85.5,2,33.0,1014.0,23.0,5.0,13,1,9,2018,0.0
5502,0,43.0,0.0,71.5,0,10.0,1014.0,82.0,4.0,5,6,6,2019,0.0
5503,1,37.2,6.0,66.7,0,13.0,1015.0,93.0,1.0,23,18,4,2019,0.0
5504,0,36.0,2.5,62.2,0,10.0,1019.0,93.0,1.0,5,16,6,2019,0.0
5505,1,41.2,5.4,88.0,0,24.0,1016.0,73.0,3.0,20,3,8,2018,0.0
5506,1,39.5,5.2,63.9,0,14.0,1021.0,82.0,4.0,22,8,6,2019,0.0
5507,1,40.3,17.2,78.9,2,13.0,1010.0,62.0,3.0,13,29,10,2018,0.0
5508,4,45.0,47.0,80.6,1,15.0,1020.0,100.0,2.0,7,20,9,2018,0.0
5509,2,41.3,12.7,84.9,0,20.0,1019.0,52.0,2.0,19,1,10,2018,0.0
