AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,HOUR,DAY,MONTH,YEAR,AVERAGE_RAIN,IS_STORMY
0,39.4,2.4,70.8,0,11,1019,93,5,4,1,23,1,2019,700,0
0,44.7,0,87.8,0,17,1010,100,2,5,5,3,9,2018,250,0
1,41.3,2.4,70.4,0,13,1019,93,4,3,22,29,4,2019,250,0
4,47.5,99.3,76.1,2,13,1016,100,0,4,8,17,9,2018,250,0
2,41.6,34.6,80.4,2,28,1023,39,4,6,11,13,9,2019,250,0
0,40.3,4.4,67.2,0,13,1016,82,5,3,3,28,5,2019,250,0
2,39.3,19.3,86.2,0,18,1019,100,1,6,22,16,8,2019,700,0
0,45.6,4.3,85.5,0,16,1018,100,11,4,1,19,8,2019,250,0
0,45.3,0,87,2,15,1018,100,0,1,7,12,8,2018,250,0
3,37.4,80.3,76.7,2,19,1020,67,7,6,16,10,6,2019,700,0
2,44.9,6.3,84,0,11,1009,100,1,5,18,11,11,2018,250,0
4,45.3,57,75.3,2,26,1017,83,4,6,17,23,8,2019,250,0
2,32.7,28.8,82.6,0,24,1018,60,5,6,19,14,9,2019,250,0
0,47,6.1,89,2,17,1020,100,1,4,7,15,8,2019,250,0
4,44.4,67,84.5,2,7,1015,100,3,5,8,12,11,2018,250,0
2,33.9,23.2,83.1,0,11,1030,100,1,1,20,9,12,2018,250,0
4,46.9,107.1,78,1,11,1020,100,0,6,7,26,9,2019,250,0
3,41.1,61,81.4,2,18,1015,100,10,4,9,17,7,2019,250,0
4,48.4,101.5,79.2,2,8,1016,87,3,3,9,12,11,2018,250,0
3,32.7,52.6,87.1,2,20,1015,100,7,4,10,19,7,2019,250,0
1,36.9,8.4,85.5,2,26,1021,27,8,6,12,12,5,2019,250,0
0,42.6,0.5,74.9,0,14,1021,100,6,4,2,28,9,2019,250,0
2,33.1,43.3,77,2,15,1015,82,4,3,10,16,5,2019,300,0
0,47.2,0,81.3,0,9,1006,81,5,4,23,1,2,2019,900,0
3,40.1,46.1,79.6,2,31,1016,45,4,6,17,22,8,2019,700,0
4,49.6,61.7,73.8,1,5,1021,100,2,5,8,17,1,2019,250,0
2,42.6,17.5,74.5,2,30,1019,32,4,6,14,3,9,2019,250,0
1,40.5,12.4,80,0,16,1017,100,1,4,6,22,8,2019,250,0
3,45.6,48.9,74.1,2,20,1012,100,7,4,9,8,8,2019,700,0
1,33.8,13.9,85,2,16,1017,100,3,4,10,14,4,2019,250,0
4,43.1,63.3,70.1,2,23,1017,49,7,6,18,28,5,2019,250,0
1,36.2,7.3,73.8,0,14,1015,93,2,2,22,30,4,2019,250,0
0,44.7,3.7,85.7,0,16,1017,100,1,1,2,14,9,2018,250,0
2,41,56.2,87.5,2,21,1012,100,8,4,12,8,8,2019,250,0
3,39,45,82.2,2,10,1023,100,3,5,10,30,11,2018,250,0
0,44.2,2.8,77.8,0,6,1023,100,0,1,1,13,11,2018,250,0
0,41.3,1.1,81.9,0,10,1002,93,7,3,22,29,10,2018,250,0
1,45.6,9.3,79,0,17,1017,93,2,6,21,24,8,2019,250,0
0,43,0,71.4,0,13,1019,93,1,6,0,17,6,2019,250,0
4,40.7,78.4,83.9,2,27,1016,78,2,6,17,22,7,2019,700,0
4,46.6,82.8,87.1,2,17,1016,100,2,3,8,25,7,2018,250,0
4,40.4,62,67,2,9,1023,100,2,4,9,30,11,2018,250,0
2,50.2,13,67,0,21,1017,72,2,6,21,20,8,2019,300,0
2,34.2,48.9,92.7,1,21,1017,73,1,6,20,5,7,2019,250,0
2,40.6,24.7,85.7,2,20,1021,72,6,6,19,12,8,2019,250,0
0,40.5,1.7,77,0,18,1013,100,1,4,3,12,7,2019,250,0
0,47.8,0,72.3,0,9,1031,100,0,4,2,8,12,2018,250,0
0,42.5,5.6,82.4,2,15,1018,100,1,1,8,12,8,2018,250,0
2,37.5,16.6,89.7,0,17,1015,100,2,4,3,19,7,2019,250,0
0,41.9,0,73.5,0,12,1012,71,4,4,5,4,5,2019,250,0
2,34.6,34.9,78.4,2,19,1016,68,3,6,11,21,5,2019,700,0
3,34.8,37.5,86.3,2,18,1015,82,6,6,19,30,4,2019,250,0
0,49.3,4.8,77.7,0,18,1018,49,5,6,4,6,9,2019,250,0
3,41.3,73.9,82.8,2,18,1018,88,1,4,9,30,9,2019,250,0
0,42.1,0,74.9,0,6,1017,93,4,3,5,19,1,2019,250,0
3,34.8,108.8,84.9,2,20,1019,83,1,6,10,16,8,2019,700,0
2,39.7,47.2,79.2,2,22,1017,93,2,4,15,18,9,2019,250,0
4,44.4,115.1,64.4,2,16,1018,77,4,4,8,27,5,2019,300,0
2,37.3,5.2,81.7,0,16,1015,100,0,4,6,17,9,2019,250,0
0,43.3,0,85.5,0,16,1016,100,1,4,4,17,9,2019,250,0
0,39.1,0,92.2,2,10,1028,93,2,4,8,2,3,2019,900,0
0,45.3,0,74.7,0,11,985,96,0,4,23,18,11,2018,250,0
2,34.8,12.1,67.1,0,24,1014,29,1,6,20,14,5,2019,250,0
0,35.3,2,71.3,0,12,1011,82,2,6,22,6,6,2019,660,0
3,44.3,57.1,70.6,0,13,1018,93,1,5,18,29,11,2018,250,0
3,36,85.5,78.7,2,18,1020,67,8,6,17,10,6,2019,700,0
1,40.4,6.1,61.1,0,14,1011,93,3,4,3,23,6,2019,250,0
1,36.5,11.1,78.8,0,11,1021,100,1,4,5,30,11,2018,250,0
2,44.6,21.3,91.7,0,16,1004,93,10,5,21,13,10,2018,700,0
0,44.8,1.2,86.1,0,13,1007,93,5,5,1,7,11,2018,700,0
0,36.5,5,64.4,2,11,1022,93,0,6,7,28,4,2019,250,0
0,40.3,0,67.2,0,12,1016,76,4,3,4,28,5,2019,250,0
0,37.5,8.5,88.4,0,19,1016,88,1,6,22,4,7,2019,250,0
0,41.6,3.4,83.3,0,15,1022,100,1,3,22,26,9,2019,250,0
0,40,0,87.9,2,16,1018,93,1,1,8,30,9,2018,250,0
0,44.9,0,84.6,0,14,1020,100,0,1,2,19,9,2018,250,0
0,37.5,9.1,90,0,17,1015,100,10,4,0,19,7,2019,250,0
0,40.7,0,92.1,2,13,1022,100,0,1,7,22,9,2018,250,0
0,42.9,0,70.9,0,9,1014,100,2,6,2,20,5,2019,250,0
2,37.3,29.9,77,2,20,1017,82,3,6,14,19,6,2019,250,0
0,40,1.8,87.9,0,13,1006,93,7,3,1,14,10,2018,700,0
1,37.4,5.2,79.8,2,14,1016,76,2,3,9,19,5,2019,250,0
2,46.2,8.5,67.1,0,18,1018,100,3,4,20,30,8,2019,250,0
3,38.2,52.6,85.7,2,24,1024,56,3,6,14,11,9,2019,250,0
0,47,3.4,68.9,0,17,1015,100,1,4,20,17,9,2019,250,0
0,42.2,3.6,78,0,17,1017,93,4,4,0,30,6,2019,250,0
2,37.1,16,81,2,15,1021,93,1,6,7,14,8,2019,250,0
3,37.1,140.6,89.6,2,16,1018,93,3,4,16,30,9,2018,250,0
3,45.9,15.7,60.8,1,20,1018,52,5,6,20,28,5,2019,300,0
2,41.5,20.1,74.6,0,20,1017,88,1,6,23,21,8,2019,700,0
0,45.3,0.8,83.3,0,17,1015,93,0,1,3,6,9,2018,250,0
1,31.7,12.9,81.2,2,14,1028,71,4,3,10,27,4,2019,250,0
2,39.8,20.3,75.3,2,21,1016,68,5,6,13,21,5,2019,700,0
4,45,97,80.6,1,14,1018,93,2,4,7,17,10,2018,250,0
1,50.2,7.8,80.8,0,14,1018,100,1,4,2,20,8,2019,250,0
1,38.1,9.3,72.3,2,13,1016,100,5,4,13,29,11,2018,250,0
0,40.2,1.4,69.1,0,11,985,93,0,4,21,18,11,2018,250,0
4,42.4,62.2,76.6,2,12,1022,100,1,4,9,4,12,2018,250,0
1,40.4,13.5,83.2,0,18,1018,88,2,1,19,18,9,2018,250,0
3,49.5,18.2,80.2,0,11,1023,100,4,4,20,8,2,2019,700,0
2,45.5,3.5,82.1,1,10,1003,93,6,5,7,5,11,2018,250,0
1,43.1,11.8,86.2,0,18,1013,100,4,4,3,9,8,2019,250,0
3,44.5,118.6,85,2,15,1014,100,4,4,16,17,10,2018,250,0
3,39.6,46.7,80.2,2,24,1017,83,3,6,18,23,8,2019,700,0
0,48.1,1.2,76.7,0,16,1023,77,2,3,5,13,9,2019,250,0
0,36,0,61.5,0,15,1014,82,2,6,2,15,5,2019,250,0
3,32.9,147.8,82.3,2,14,1019,100,4,6,16,13,4,2019,250,0
1,45.2,7.6,74.1,0,20,1016,82,2,6,1,23,8,2019,250,0
0,43.1,0,85.6,0,21,1017,38,5,3,5,3,9,2019,250,0
2,45.8,16.6,80.5,0,17,1022,87,3,6,22,12,8,2019,250,0
0,38,0,73.3,0,13,1018,67,4,3,0,12,6,2019,250,0
1,39.2,7.6,80.3,0,16,1017,93,1,6,22,21,6,2019,700,0
2,34.2,21.4,92.5,2,16,1019,100,0,1,9,23,8,2018,250,0
0,43.1,0,71.3,0,17,1019,51,3,3,3,13,5,2019,250,0
3,39,102.7,86,2,20,1018,72,6,6,17,9,9,2019,700,0
2,46.2,14.8,87.7,2,26,1017,34,3,6,12,8,9,2019,250,0
0,40.9,4.8,87.8,0,18,1013,93,1,1,21,4,9,2018,250,1
1,33.9,4.9,74.2,0,16,1014,72,0,6,22,4,5,2019,250,0
3,32.8,59.1,77.5,2,23,1014,64,5,6,15,22,6,2019,700,0
1,52.4,2.7,74.8,0,13,1004,100,6,4,6,31,1,2019,250,0
1,35.5,15,82.9,2,26,1018,47,2,6,10,1,6,2019,900,0
3,42.1,40.3,84.2,0,11,1001,71,10,4,19,1,2,2019,700,0
3,36.3,92.6,86.3,2,20,1018,77,7,6,16,9,9,2019,700,0
3,35,50.1,81.5,2,17,1022,67,5,6,19,15,6,2019,250,0
3,44,12.8,87,2,17,1015,93,1,4,7,6,9,2018,250,0
1,38,7.9,78.6,0,12,1007,87,7,4,20,17,4,2019,300,0
1,51.8,1.1,79.3,0,5,1023,100,3,4,5,8,2,2019,250,0
2,46.2,6,87.9,0,18,1004,88,7,4,3,11,10,2018,250,0
4,48.1,90.3,65.4,2,11,1016,82,2,6,7,21,5,2019,300,0
2,49.3,12.4,72.8,0,13,1002,100,2,4,21,19,11,2018,700,0
2,45.6,16.1,80.3,2,16,1018,100,1,4,7,28,8,2019,250,0
0,41.9,0,86.8,0,9,1016,100,1,3,4,18,2,2019,250,0
1,40.1,4.2,84.1,2,15,1017,93,2,1,7,13,8,2018,250,0
0,40.9,0,87,0,16,1021,100,2,1,2,20,9,2018,250,0
1,44.7,15.3,83.1,0,16,1018,100,2,6,23,18,8,2019,250,0
2,42.9,24.5,81.8,2,22,1018,82,4,6,18,2,6,2019,250,0
0,39.9,0,84.6,0,17,1017,100,1,6,23,22,7,2019,250,0
2,41.8,22.3,84.4,2,15,1017,93,2,4,8,19,8,2019,250,0
0,37.7,2.6,78.8,2,18,1018,100,1,4,8,2,6,2019,250,0
2,40.4,41.2,79.1,2,26,1019,57,8,6,11,4,9,2019,250,0
0,45.3,2.2,83.6,0,20,1020,60,2,3,6,14,9,2019,250,0
0,43,0,71.6,2,14,1015,100,1,4,7,22,6,2019,250,0
1,43.6,13,87.9,0,17,1020,100,9,4,2,15,8,2019,250,0
0,39.9,0.8,76.7,0,16,1012,100,4,4,5,4,7,2019,250,0
1,36.2,4.2,62.9,0,12,1024,81,2,6,23,7,6,2019,250,0
1,47.9,9.5,74.4,0,17,1013,93,1,4,5,26,8,2019,250,0
0,41.6,0,84.8,0,13,1006,100,4,4,0,31,1,2019,250,0
2,39.6,8.7,87.8,0,16,1005,100,6,4,6,11,10,2018,250,0
4,45.6,127.8,73,2,18,1015,100,2,4,9,15,5,2019,250,0
0,38.3,0,84.8,0,11,1005,93,3,3,23,30,10,2018,700,0
3,37.3,47.5,81.6,2,15,1018,100,3,4,9,9,9,2019,250,0
1,32.8,10.4,89.4,0,9,1026,100,1,5,20,6,2,2019,250,0
0,39.4,1.2,78.3,0,18,1014,100,1,4,2,17,7,2019,700,0
0,44.2,0.7,76.7,0,14,1021,100,1,4,2,25,9,2019,250,0
0,39.8,3.7,83.1,0,18,1013,100,3,4,4,25,7,2019,250,0
1,42.7,10.2,63.6,0,15,1011,100,2,4,5,23,6,2019,3000,0
1,37.6,5.1,77.6,2,22,1021,64,2,2,13,28,4,2019,250,0
4,46.8,77.7,81.1,2,15,1021,100,1,1,7,28,9,2018,250,0
0,40.3,0,67.3,0,18,1014,68,2,3,2,14,5,2019,250,0
0,46.1,0,88.9,2,14,1017,100,1,1,7,29,9,2018,250,0
1,39.1,3.3,69.3,0,12,1014,100,9,3,2,1,5,2019,250,0
1,32.4,11.1,89,2,14,1002,93,5,6,13,31,1,2019,250,0
2,34.5,26.2,86.8,2,12,1004,87,5,3,13,31,10,2018,250,0
1,34.9,10.9,73.2,0,17,1020,82,4,6,23,25,5,2019,250,0
2,38.1,34.9,85.6,2,26,1023,42,4,3,10,13,9,2019,250,0
3,41.2,29.9,76.2,2,18,1019,93,0,4,8,4,9,2019,250,0
2,35.9,15.3,85.4,2,20,1013,52,4,6,19,22,6,2019,700,0
0,44.5,0.8,68.4,0,10,1010,87,6,4,4,22,11,2018,700,0
0,42.3,2.4,89.7,0,13,1019,100,7,4,6,10,2,2019,250,0
1,44.5,10.4,81.3,0,13,1010,93,9,4,2,15,10,2018,250,0
0,41.2,1.7,71.6,0,6,1020,100,0,5,4,17,1,2019,250,0
3,31.7,67.5,82.2,2,11,1018,93,3,4,15,16,1,2019,250,0
0,41.9,0,87,0,15,1017,100,0,1,3,14,9,2018,250,0
0,36.2,2.2,61.2,0,15,1021,63,2,3,2,12,5,2019,250,0
1,32.2,14,71.8,2,22,1014,56,3,6,13,4,5,2019,250,0
4,45.2,106.7,72.8,2,14,1016,100,1,4,7,18,9,2019,250,0
2,39.5,12,71.9,2,23,1018,53,5,6,13,28,5,2019,250,0
0,42,0,75.1,0,13,1018,100,1,2,3,29,4,2019,250,0
0,37.8,2.1,83.6,0,11,1030,81,2,6,22,26,4,2019,250,0
4,44.3,51.9,72.3,2,16,1015,100,7,4,7,19,7,2019,250,0
0,39.2,0,71.4,0,11,1005,93,2,4,4,21,11,2018,700,0
3,35.8,55.1,88.7,2,24,1016,69,4,6,14,17,7,2019,250,0
3,45,30,89.6,2,14,1008,82,9,5,15,24,11,2018,700,0
1,37.3,13.2,89.7,0,15,1012,100,11,4,23,9,11,2018,250,0
2,42.2,9.6,74.9,2,18,1018,100,7,4,9,24,8,2019,250,0
3,39.3,119.9,77.6,2,23,1020,60,4,2,16,28,4,2019,250,0
3,40.4,50.2,78,2,18,1020,67,4,6,16,6,5,2019,250,0
0,42.4,0,86.6,0,17,1013,93,1,1,23,27,8,2018,250,1
0,43.5,1.3,76.3,0,15,1018,100,3,6,23,18,9,2019,250,0
0,45.2,1.4,64.5,0,14,1020,82,1,4,5,26,5,2019,300,0
2,36.1,41.3,74.9,2,16,1015,67,6,6,17,19,5,2019,250,0
3,42.3,59.5,84.3,2,15,1025,100,3,5,11,2,11,2018,250,0
3,33.1,67.2,76.4,2,19,1020,63,6,6,11,24,5,2019,250,0
0,40.2,0,67.6,0,16,1014,72,3,3,3,14,5,2019,250,0
2,35.3,27,85.1,2,9,1001,81,4,1,13,30,10,2018,700,0
1,44.2,2.9,65.6,0,16,1017,87,5,6,21,21,5,2019,300,0
1,35.6,6.3,82.2,2,17,1016,55,4,3,9,5,5,2019,250,0
2,32.9,39.8,76.9,1,18,1017,63,7,6,20,24,5,2019,250,0
2,43.7,18.3,79.3,2,13,1016,100,1,4,14,29,11,2018,250,0
0,42.3,2,82.3,0,15,1019,100,2,1,5,24,8,2018,250,0
3,41,37.3,78.5,2,13,1017,93,7,4,17,23,1,2019,700,0
0,52,0,70.3,0,13,1019,93,6,4,2,24,1,2019,250,0
1,39,6.4,71.3,2,13,1015,100,1,6,6,22,6,2019,250,0
2,39.7,33.2,93.2,2,26,1014,61,4,6,17,1,9,2019,900,0
0,44,0,81.4,0,15,1020,100,0,1,2,16,9,2018,250,0
0,44.8,6.2,72.9,0,13,1022,100,7,3,4,12,8,2019,250,0
3,40.3,79.5,76.4,2,21,1026,49,6,3,9,12,9,2019,700,0
2,42.9,6,72,1,11,994,87,6,2,6,24,4,2019,250,0
4,42.9,102.4,86.1,2,18,1017,93,2,4,18,14,9,2018,250,0
0,41.8,1.9,69.3,0,18,1017,93,2,4,22,1,7,2019,300,0
0,35.4,2.1,81.8,0,15,1019,100,2,1,19,30,9,2018,250,0
1,36.7,5.1,61.5,0,14,1021,82,3,3,4,12,5,2019,250,0
1,40.8,5.1,66.5,1,17,1016,77,5,6,20,21,5,2019,700,0
4,41.5,69.1,73.9,2,6,1022,81,1,1,9,11,12,2018,250,0
3,43.6,34.5,66.3,2,22,1015,64,5,6,17,27,5,2019,700,0
0,47.6,0,72.7,0,8,1032,100,0,4,4,8,12,2018,250,0
0,39.9,0,87,2,14,1010,100,2,4,10,11,11,2018,700,0
4,43.2,68.8,77.9,0,12,1018,100,1,5,19,29,11,2018,250,0
0,40.8,3.1,78.4,0,17,1018,100,0,1,22,22,8,2018,250,0
3,42.4,77,74.5,2,8,1019,93,3,4,16,18,1,2019,250,0
2,36.1,31.3,81.4,2,24,1015,88,3,4,12,19,7,2019,250,0
2,44.8,17.7,83.4,2,17,1020,100,2,4,8,16,8,2019,250,0
2,48.2,3.2,79.6,0,18,1017,100,4,3,21,25,7,2019,250,0
4,43.6,80.1,72,2,28,1016,30,5,6,18,13,5,2019,250,0
0,37.5,4.6,79.5,2,23,1019,77,4,6,12,2,6,2019,900,0
0,46,2.2,81.2,0,17,1019,100,0,1,5,9,9,2018,250,0
2,40,30.7,86.2,2,14,1016,100,10,4,16,9,11,2018,250,0
2,40.5,40.5,84.8,2,23,1017,77,6,6,16,31,8,2019,250,0
2,41.1,26,81.4,2,19,1017,53,3,3,8,21,8,2019,700,0
3,40.8,102.4,73.3,2,12,997,82,6,6,9,24,4,2019,300,0
0,38,7.4,85,0,10,1029,100,0,6,0,1,3,2019,250,0
0,42.9,0,69.9,0,22,1014,40,1,6,21,14,5,2019,700,0
1,43.8,6.3,68,0,11,1020,87,4,3,22,25,4,2019,300,0
0,39.1,0,91.8,2,13,1021,100,4,4,11,10,2,2019,250,0
1,39.1,5.9,77.9,2,17,1015,100,3,4,6,10,7,2019,250,0
0,47.3,3.1,78.3,0,16,1020,100,1,4,1,30,8,2019,250,0
1,38.3,3.1,73.8,2,21,1021,64,2,4,9,26,5,2019,250,0
1,44.6,3.8,82.7,0,12,1011,100,1,1,6,14,10,2018,900,0
1,37.8,6.6,82.8,2,14,1009,100,5,4,12,11,11,2018,250,0
0,39.3,0,91.3,0,8,1026,100,2,5,22,6,2,2019,700,0
4,45.5,118.5,71.7,2,15,1014,100,3,4,8,10,5,2019,250,0
2,36.3,36.4,69.6,2,28,1020,20,4,6,16,12,5,2019,250,0
0,43.1,0,76.6,0,18,1023,77,2,6,22,11,9,2019,250,0
3,40.3,56.5,69.9,1,18,1016,88,6,3,20,28,6,2019,250,0
2,38.5,49.6,83.2,2,23,1017,88,3,4,15,30,9,2019,250,0
4,48.9,104,60.9,2,14,1020,72,5,4,8,24,5,2019,300,0
1,43.9,12.1,83.9,0,16,1023,87,2,6,22,11,8,2019,250,0
4,42.7,87.2,70.5,0,21,1014,77,0,6,22,12,7,2019,700,0
1,44.2,7.9,82,0,15,1012,100,9,4,1,10,11,2018,250,0
1,43.5,9.4,86.5,0,16,1017,100,1,4,1,25,8,2019,250,0
2,36.1,15.9,83.8,2,19,1018,88,3,4,14,15,9,2018,250,0
0,41.8,0,74.8,2,14,1017,100,4,4,6,14,4,2019,250,0
1,43.1,7.9,77.2,0,20,1017,82,3,6,23,20,8,2019,250,0
3,38.2,59.2,97.2,2,29,1014,48,5,6,18,10,7,2019,250,0
2,40.8,27.8,83.3,0,17,1019,77,3,6,19,28,9,2019,250,0
1,37.8,17.2,84.6,2,19,1016,93,3,1,19,24,7,2018,250,0
2,39.3,25.3,87.8,2,14,1001,93,7,6,14,31,1,2019,250,0
3,34.8,59.5,83.8,2,25,1017,78,0,6,10,23,8,2019,700,0
1,39.6,12.9,84.3,0,12,1018,93,2,6,6,20,8,2019,700,0
2,40.2,13.1,79.6,1,26,1016,34,3,6,19,7,9,2019,250,0
1,40.7,9.8,81.4,2,11,1011,93,5,5,13,8,11,2018,900,0
2,32.2,26.3,70.2,2,14,1001,87,3,4,15,20,11,2018,700,0
4,44,119.5,85.5,2,15,1005,100,2,3,9,15,10,2018,900,0
1,37.1,12.2,89.6,2,25,1017,57,4,6,13,18,7,2019,250,0
0,36.8,11.6,75.5,0,13,1011,87,4,3,5,18,6,2019,250,0
1,38.4,5.9,89.1,0,15,1020,100,1,1,23,15,9,2018,700,0
0,49.8,0,77.6,0,18,1018,63,4,6,2,5,9,2019,250,0
0,41.4,0,88.6,0,11,1020,93,2,4,4,4,3,2019,250,0
0,41.6,0,88.1,0,6,1028,100,0,1,0,6,2,2019,250,0
4,45.8,154.5,65.5,2,8,997,93,3,3,8,23,4,2019,660,0
0,44.9,1.2,75.8,0,21,1017,50,4,3,3,3,9,2019,250,0
2,33.2,31.1,85.8,2,19,1020,100,1,4,10,30,8,2019,250,0
0,38.1,5.3,81.1,0,18,1018,64,1,3,4,15,9,2019,250,0
2,45.2,5.4,83,2,18,1016,100,0,1,7,6,8,2018,250,0
1,41.3,9.8,82.1,0,18,1020,72,5,6,20,13,8,2019,250,0
2,35.2,19.8,75.5,0,10,1019,100,1,4,20,16,1,2019,250,0
1,36.2,7.2,62.5,0,18,1018,77,1,6,0,2,6,2019,900,0
2,35.1,36.4,81.7,2,12,1007,87,6,4,11,17,4,2019,250,0
1,35.8,6.4,68.5,2,20,1019,68,3,6,12,16,6,2019,250,0
1,37.3,18.7,75.5,2,16,1013,100,2,4,6,24,6,2019,250,0
1,44.1,4.8,59.7,0,15,1013,93,5,4,0,23,6,2019,700,0
1,50.2,1.9,69.4,0,12,1011,81,1,3,22,5,11,2018,700,0
0,43.1,4.5,78.8,0,22,1019,77,4,6,22,3,9,2019,250,0
1,38.2,5.5,92.4,0,19,1017,100,1,1,20,12,8,2018,250,0
2,37.4,34.7,92.1,2,17,1006,93,3,5,16,15,10,2018,250,0
2,45.4,21.4,80,2,27,1017,65,2,6,12,23,8,2019,250,0
1,41.7,7.4,80.4,2,18,1021,94,2,6,9,15,8,2019,250,0
3,39.3,39.7,76.9,2,17,1019,55,4,6,7,6,9,2019,250,0
2,35.2,31.9,88.5,2,16,1019,93,1,1,10,23,8,2018,700,0
1,42.4,12,80.4,0,17,1013,100,0,4,4,26,8,2019,250,0
2,52.2,3.2,69.2,0,10,1020,93,4,6,5,27,1,2019,700,0
0,43.2,1.3,87.6,0,18,1016,93,2,4,5,26,7,2018,250,0
2,36.7,47.5,77.9,2,24,1019,60,5,6,14,26,5,2019,250,0
1,49.1,2.9,76.3,0,18,1018,45,3,6,3,7,9,2019,250,0
3,38.6,96,84.8,2,25,1023,44,6,6,15,11,9,2019,700,0
3,45.1,23,71.2,2,16,1017,93,2,4,7,22,8,2019,250,0
1,41.9,4.1,75.2,0,13,1009,93,4,3,0,25,11,2018,250,0
0,46.3,4.2,80.4,0,14,1022,100,4,4,1,25,9,2019,250,0
3,37.2,151.9,87.1,2,21,1021,82,6,6,17,12,8,2019,700,0
2,32.4,34.1,84.7,2,22,1016,68,5,6,14,5,5,2019,250,0
0,34.5,4.9,88.2,1,21,1013,88,2,6,20,16,7,2019,250,0
4,39.9,57.9,84.2,2,17,1018,93,2,4,8,22,7,2019,700,0
0,44.2,1,86.2,0,10,998,93,10,3,1,30,10,2018,700,0
3,41.1,42.3,76.5,2,13,1013,71,7,6,15,25,4,2019,300,0
3,41.6,83.9,75.1,2,21,1019,24,5,3,9,13,5,2019,250,0
0,45.8,0,87,0,17,1015,93,0,1,4,6,9,2018,250,0
1,44,15.2,76.7,0,16,1017,100,7,4,5,24,8,2019,250,0
1,51.8,0.8,77.6,0,15,1011,100,9,4,2,10,11,2018,250,0
2,36.9,19.5,69.2,2,13,999,82,7,6,13,24,4,2019,300,0
0,49,0,77.3,0,18,1018,45,3,6,4,7,9,2019,250,0
3,37.9,68.6,79.9,2,25,1018,42,2,6,11,22,8,2019,700,0
2,39.7,59.5,89,2,23,1020,53,4,3,10,5,9,2019,250,0
4,46.6,143.9,68.1,2,14,1018,82,2,4,8,22,5,2019,300,0
3,40,81.4,87.2,2,18,1022,82,2,6,9,13,8,2019,700,0
1,43.7,9.9,81.5,0,20,1012,100,9,6,21,8,8,2019,250,0
2,48.1,15.9,78.3,0,20,1011,100,8,6,20,8,8,2019,250,0
3,35.7,69.2,88.5,2,21,1016,93,2,4,16,18,9,2019,250,0
1,37.3,5.5,66.5,0,14,1019,93,2,4,2,28,6,2019,250,0
4,44.5,105.7,85,2,19,1018,82,3,4,18,18,9,2018,250,0
2,35.3,29.4,78.5,2,22,1016,49,2,6,12,5,5,2019,250,0
1,37.8,6.9,81.2,0,24,1019,64,1,6,21,13,9,2019,250,0
1,47.6,9.9,74.9,0,17,1017,100,2,4,4,24,8,2019,250,0
1,37.9,3.5,63.1,1,18,1018,82,8,6,20,26,5,2019,250,0
1,45.6,7.9,67.9,0,11,1012,87,5,4,21,22,11,2018,250,1
2,43.5,14.2,79.7,2,20,1017,88,4,6,19,24,8,2019,250,0
2,39.5,15.5,69.1,2,28,1015,45,3,6,19,22,8,2019,700,0
0,38.4,1.6,72.6,0,14,1018,76,7,6,23,11,6,2019,250,0
2,38.4,26.9,85.8,2,23,1019,82,5,6,19,15,8,2019,250,0
1,38.5,8.3,64.8,0,12,1018,100,0,3,2,17,6,2019,250,0
0,43.7,5.1,91,0,18,1015,93,1,4,5,25,7,2018,250,0
1,44.3,3.3,65.7,0,10,1016,93,0,6,4,18,5,2019,300,0
3,42.9,53.6,73.8,2,14,1017,100,4,4,7,9,9,2019,250,0
0,37.3,2.6,93.9,0,12,1020,93,7,4,1,10,2,2019,250,0
1,41.5,5.8,87.2,0,18,1016,93,3,1,21,25,7,2018,250,0
0,46,0,86.9,0,13,1015,93,1,1,1,26,10,2018,250,0
3,42.7,35.2,77.6,1,22,1018,88,2,3,19,30,8,2019,250,0
3,38.4,92.5,85.8,2,21,1020,68,4,6,16,28,9,2019,250,0
4,45.2,133.2,87.5,2,20,1021,72,7,6,18,13,8,2019,250,0
3,37.3,54,90.4,2,28,1018,42,3,6,18,3,9,2019,250,0
1,45.4,10.3,71.4,0,19,1016,68,2,6,22,7,9,2019,250,0
1,44.6,10.6,87.3,0,14,1023,100,7,4,2,12,8,2019,250,0
0,44.9,1,84.6,0,15,1020,100,0,1,4,20,9,2018,250,0
2,32.4,22.4,85.6,2,20,1016,46,4,6,11,5,5,2019,250,0
3,44.3,21,64.7,2,23,1018,53,6,6,19,28,5,2019,300,0
3,41,93.8,72.7,2,24,1022,32,5,4,10,30,5,2019,250,0
3,35.8,105.9,88.4,2,21,1020,68,5,6,17,28,9,2019,250,0
4,44.3,96,64.6,2,13,1017,71,2,3,8,12,6,2019,300,0
1,46,15,89.2,0,14,1021,100,6,4,2,14,8,2019,250,0
1,35.1,9.3,72.1,0,11,1014,82,5,4,21,23,11,2018,700,0
0,40.9,0,87,0,15,1021,100,0,1,4,22,9,2018,250,0
3,36.7,83.6,85.1,2,20,1012,100,6,4,10,8,8,2019,250,0
0,37.3,1.3,67.9,0,15,1020,55,3,4,5,29,5,2019,250,0
