AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,LUMINOSITY_ORDINAL,ORDINAL_CLOUDINESS,ORDINAL_SPEED_DIFF,Day,month,Year,Hour
43.3,4.1,83.4,18.0,1013.0,73.0,3.0,3,5.0,1,8,9,2018,8
42.4,7.1,86.6,14.0,1017.0,87.0,3.0,3,1.0,2,17,8,2018,7
33.6,49.0,76.1,23.0,1015.0,82.0,4.0,3,4.0,4,15,5,2019,15
50.3,1.9,72.1,17.0,1020.0,100.0,2.0,1,4.0,1,29,8,2019,22
39.4,0.0,88.1,18.0,1014.0,100.0,3.0,3,4.0,1,13,7,2019,6
41.8,0.0,74.3,15.0,1011.0,93.0,4.0,1,4.0,1,15,4,2019,2
42.6,0.0,86.5,16.0,1020.0,82.0,1.0,3,1.0,1,11,8,2018,8
40.9,37.2,92.0,27.0,1020.0,48.0,5.0,3,1.0,3,24,9,2018,15
43.7,6.0,84.8,15.0,1013.0,87.0,3.0,1,1.0,2,19,10,2018,3
37.3,6.8,63.8,15.0,1021.0,68.0,2.0,1,1.0,2,12,5,2019,1
40.4,24.2,87.4,27.0,1020.0,54.0,2.0,3,1.0,3,11,9,2018,13
42.5,3.0,87.4,25.0,1016.0,29.0,4.0,1,1.0,1,20,8,2018,2
39.6,0.0,79.4,14.0,1020.0,82.0,3.0,1,6.0,1,6,5,2019,22
41.5,0.0,75.5,9.0,1006.0,71.0,3.0,2,1.0,1,25,4,2019,6
37.0,14.4,91.2,29.0,1015.0,62.0,1.0,3,1.0,2,5,8,2018,16
34.9,7.4,74.6,18.0,1017.0,82.0,3.0,2,3.0,2,21,6,2019,20
36.6,3.9,77.0,14.0,1019.0,87.0,4.0,1,3.0,1,7,5,2019,1
41.9,0.0,76.0,8.0,1024.0,93.0,4.0,1,3.0,1,1,12,2018,5
38.7,56.7,84.6,28.0,1016.0,36.0,5.0,3,1.0,4,8,9,2019,16
37.9,12.8,79.5,20.0,1023.0,78.0,2.0,3,1.0,3,22,9,2018,12
41.8,115.1,78.7,26.0,1015.0,45.0,3.0,3,4.0,5,10,7,2019,10
37.7,4.1,90.0,11.0,1022.0,93.0,4.0,2,4.0,1,9,2,2019,8
42.8,0.0,82.1,17.0,1017.0,93.0,2.0,1,4.0,1,22,7,2019,4
45.6,60.1,75.8,15.0,1022.0,100.0,2.0,3,4.0,5,10,9,2018,9
37.5,36.2,82.2,12.0,1024.0,93.0,4.0,1,4.0,3,1,12,2018,21
48.0,0.0,90.3,16.0,1012.0,100.0,0.0,1,3.0,1,16,10,2018,3
35.3,16.2,75.1,17.0,1021.0,77.0,3.0,1,3.0,3,11,5,2019,21
42.0,85.8,74.4,13.0,1007.0,93.0,5.0,3,3.0,5,17,4,2019,17
37.4,4.6,53.9,18.0,1016.0,77.0,3.0,3,6.0,1,22,9,2019,11
46.8,34.1,80.7,17.0,1023.0,62.0,1.0,1,1.0,4,26,2,2019,20
43.1,2.8,82.1,12.0,1014.0,93.0,1.0,1,4.0,2,26,10,2018,6
42.3,0.0,74.6,13.0,1024.0,100.0,5.0,1,4.0,1,2,12,2018,4
35.1,100.0,80.6,23.0,1022.0,68.0,4.0,3,3.0,4,11,5,2019,16
34.4,69.8,74.1,16.0,1014.0,82.0,5.0,3,3.0,4,8,5,2019,16
43.4,14.2,86.2,13.0,1004.0,100.0,11.0,3,3.0,3,4,11,2018,16
37.3,34.2,92.7,19.0,1013.0,88.0,1.0,3,3.0,3,4,9,2018,11
39.3,1.0,71.3,12.0,1024.0,93.0,0.0,1,3.0,1,11,12,2018,21
45.5,0.0,87.6,14.0,1017.0,100.0,2.0,1,1.0,1,9,9,2019,3
41.7,3.5,87.8,21.0,1014.0,61.0,3.0,3,1.0,2,3,8,2018,6
41.5,0.0,88.4,5.0,1023.0,100.0,4.0,1,4.0,1,8,2,2019,6
34.5,38.9,86.8,21.0,1012.0,77.0,2.0,3,4.0,3,3,9,2018,17
42.2,32.2,86.6,16.0,1008.0,100.0,2.0,3,3.0,3,21,9,2019,17
45.3,24.3,92.3,18.0,1022.0,77.0,2.0,3,3.0,3,11,8,2019,10
40.9,44.8,77.9,20.0,1017.0,77.0,2.0,3,6.0,4,19,6,2019,18
37.7,43.4,89.8,10.0,1001.0,87.0,2.0,3,5.0,4,30,10,2018,11
35.0,7.6,71.4,13.0,1025.0,100.0,5.0,1,3.0,2,28,4,2019,0
43.3,0.0,70.9,14.0,1019.0,87.0,4.0,1,3.0,1,11,6,2019,0
42.4,5.2,86.6,17.0,1015.0,77.0,7.0,1,5.0,1,12,10,2018,4
33.2,36.7,85.8,23.0,1018.0,77.0,7.0,3,3.0,4,31,8,2019,15
47.8,0.0,74.7,18.0,1015.0,82.0,6.0,1,4.0,1,2,9,2019,1
34.8,2.0,65.9,16.0,1019.0,100.0,2.0,1,4.0,1,2,6,2019,23
46.5,2.5,72.0,8.0,1000.0,93.0,4.0,1,1.0,2,24,4,2019,1
44.6,9.1,74.2,20.0,1019.0,82.0,3.0,1,1.0,1,3,9,2019,23
46.8,136.4,81.1,15.0,1014.0,77.0,4.0,3,1.0,5,19,10,2018,8
44.6,17.3,79.7,17.0,1022.0,82.0,4.0,1,2.0,3,12,8,2019,21
38.1,1.2,76.8,11.0,1020.0,87.0,0.0,1,2.0,1,12,4,2019,23
38.3,2.6,80.3,10.0,997.0,87.0,5.0,1,1.0,1,1,2,2019,2
36.6,19.7,97.3,21.0,1026.0,37.0,4.0,3,1.0,2,22,2,2019,14
43.0,15.3,85.0,18.0,1016.0,93.0,3.0,3,4.0,4,26,7,2018,8
37.0,0.6,67.1,13.0,1015.0,93.0,2.0,1,2.0,1,19,4,2019,0
39.0,168.4,92.9,11.0,1012.0,50.0,6.0,1,5.0,4,28,10,2018,18
42.6,82.3,77.8,29.0,1016.0,48.0,3.0,3,1.0,4,2,9,2019,15
43.6,9.4,76.9,19.0,1017.0,88.0,1.0,1,1.0,2,21,8,2019,4
33.2,4.8,64.5,13.0,1020.0,87.0,2.0,1,1.0,2,9,6,2019,0
38.5,21.6,87.9,14.0,1020.0,71.0,4.0,1,1.0,3,6,10,2018,21
49.3,0.0,85.6,17.0,1020.0,77.0,0.0,1,1.0,1,22,10,2018,1
41.4,14.8,88.9,17.0,1020.0,93.0,2.0,1,1.0,2,16,8,2019,0
34.9,35.2,79.2,13.0,1000.0,71.0,4.0,3,1.0,3,23,4,2019,16
41.8,115.1,77.1,11.0,1032.0,93.0,0.0,1,1.0,4,8,12,2018,19
41.9,79.6,86.2,29.0,1019.0,39.0,6.0,3,1.0,5,13,9,2019,17
36.2,52.1,86.6,25.0,1019.0,60.0,3.0,3,1.0,4,4,9,2019,10
39.3,0.0,71.3,15.0,1013.0,77.0,4.0,1,1.0,1,16,11,2018,22
44.7,18.7,77.9,13.0,1017.0,93.0,8.0,3,1.0,3,23,1,2019,14
36.9,15.8,86.7,19.0,1022.0,60.0,2.0,3,1.0,3,10,8,2018,9
42.0,19.6,92.4,23.0,1018.0,93.0,2.0,3,3.0,3,16,9,2019,13
40.7,2.0,85.2,10.0,1010.0,93.0,2.0,1,5.0,1,11,11,2018,22
44.0,23.3,85.5,22.0,1020.0,53.0,3.0,3,1.0,3,22,10,2018,15
39.8,55.6,91.1,19.0,1017.0,82.0,6.0,3,1.0,4,13,8,2018,19
44.2,71.6,70.4,28.0,1019.0,53.0,2.0,3,4.0,5,31,5,2019,18
41.4,1.9,74.3,15.0,1017.0,87.0,4.0,1,4.0,1,5,5,2019,20
34.7,40.1,88.9,18.0,1017.0,93.0,2.0,3,1.0,3,27,8,2019,9
32.2,30.1,81.7,16.0,1019.0,100.0,0.0,3,1.0,3,29,4,2019,10
36.3,41.5,83.3,21.0,1019.0,40.0,5.0,3,1.0,3,6,9,2019,10
37.5,3.7,85.7,14.0,1021.0,100.0,1.0,3,1.0,1,29,8,2018,8
35.4,33.4,82.9,15.0,1012.0,72.0,5.0,3,1.0,3,18,4,2019,12
40.2,21.9,88.5,30.0,1016.0,52.0,2.0,3,1.0,3,4,8,2018,17
34.6,7.6,87.0,17.0,1016.0,100.0,5.0,1,4.0,1,20,7,2019,1
35.9,8.6,98.6,21.0,1016.0,83.0,2.0,3,4.0,2,14,7,2019,10
40.0,11.9,78.0,18.0,1019.0,100.0,3.0,1,6.0,2,16,8,2019,21
44.5,0.0,88.7,17.0,1015.0,100.0,3.0,1,4.0,1,27,7,2018,5
38.6,99.3,74.1,16.0,1017.0,72.0,3.0,3,6.0,4,14,6,2019,19
47.1,2.5,80.3,15.0,1017.0,100.0,1.0,1,6.0,1,19,9,2019,4
42.2,81.0,88.9,12.0,1029.0,87.0,3.0,1,6.0,4,28,2,2019,19
39.1,5.8,70.4,11.0,1015.0,81.0,2.0,1,1.0,1,19,5,2019,23
38.4,49.0,88.9,22.0,1018.0,56.0,2.0,3,1.0,3,21,10,2018,11
48.9,5.1,74.2,16.0,1017.0,100.0,10.0,1,4.0,1,1,9,2019,0
36.1,36.6,90.7,9.0,1023.0,93.0,5.0,3,4.0,4,8,2,2019,10
47.5,64.2,69.2,6.0,1021.0,87.0,1.0,3,1.0,5,11,12,2018,8
42.4,0.0,88.7,14.0,1019.0,100.0,0.0,1,5.0,1,13,9,2018,5
44.8,44.9,81.4,21.0,1016.0,68.0,3.0,3,5.0,5,27,7,2018,18
42.4,23.5,86.6,22.0,1018.0,60.0,4.0,3,1.0,3,24,8,2018,18
33.0,29.8,91.1,22.0,1015.0,93.0,2.0,3,1.0,3,19,7,2019,11
45.1,0.0,85.3,13.0,1019.0,42.0,0.0,1,1.0,1,4,10,2018,2
40.1,54.0,74.9,16.0,1012.0,100.0,7.0,3,3.0,4,9,5,2019,15
46.1,10.3,77.1,14.0,1020.0,100.0,3.0,1,3.0,2,10,9,2019,2
42.9,17.2,80.4,27.0,1018.0,48.0,2.0,3,6.0,2,15,9,2019,13
36.3,121.5,84.6,16.0,1016.0,51.0,4.0,3,1.0,4,12,6,2019,10
40.3,23.8,83.7,17.0,1015.0,100.0,7.0,3,1.0,4,19,7,2019,9
34.5,6.3,86.8,23.0,1012.0,56.0,3.0,1,1.0,2,7,9,2018,20
41.7,8.1,89.3,17.0,1018.0,88.0,2.0,1,1.0,2,24,8,2018,22
40.4,38.4,89.8,13.0,1008.0,62.0,2.0,3,4.0,3,29,10,2018,15
45.3,19.0,84.6,19.0,1017.0,88.0,1.0,1,4.0,3,6,8,2018,21
46.9,24.0,85.1,22.0,1019.0,82.0,3.0,3,4.0,3,24,8,2019,11
42.0,106.2,70.7,18.0,1012.0,93.0,4.0,3,4.0,5,3,7,2019,8
46.3,188.4,73.6,15.0,1000.0,87.0,0.0,1,5.0,5,18,11,2018,17
40.4,13.4,83.8,18.0,1021.0,93.0,3.0,1,5.0,2,19,9,2018,20
41.2,1.9,87.3,10.0,1023.0,50.0,5.0,1,1.0,1,15,2,2019,1
40.8,12.9,78.4,17.0,1019.0,88.0,2.0,1,5.0,2,21,10,2018,19
36.5,57.8,74.9,23.0,1016.0,64.0,3.0,3,6.0,4,25,6,2019,15
44.0,8.8,80.9,17.0,1017.0,59.0,2.0,1,1.0,2,7,10,2018,18
32.9,21.4,97.2,22.0,1015.0,94.0,5.0,3,3.0,3,13,7,2019,13
34.2,56.9,92.5,19.0,1020.0,77.0,6.0,3,1.0,3,29,8,2018,17
38.2,23.3,88.4,22.0,1016.0,31.0,5.0,3,1.0,3,8,10,2018,13
41.9,0.0,73.2,7.0,1028.0,93.0,1.0,1,1.0,1,27,4,2019,5
42.0,45.7,77.8,17.0,1016.0,100.0,2.0,3,1.0,4,23,7,2019,9
44.1,113.9,83.9,10.0,1025.0,71.0,3.0,3,1.0,5,26,2,2019,8
31.8,16.8,94.6,14.0,1021.0,71.0,7.0,3,6.0,2,9,2,2019,15
44.5,56.1,88.9,22.0,1021.0,43.0,4.0,3,1.0,4,1,10,2018,10
41.4,0.0,88.6,11.0,1020.0,76.0,2.0,1,6.0,1,4,3,2019,5
40.2,70.4,80.4,9.0,1028.0,100.0,3.0,3,6.0,4,1,3,2019,9
36.9,11.2,92.4,17.0,1016.0,100.0,1.0,1,6.0,1,7,7,2019,1
42.1,0.0,75.0,11.0,1018.0,71.0,9.0,1,4.0,1,29,11,2018,1
39.3,46.0,91.0,12.0,1025.0,87.0,1.0,1,3.0,4,7,2,2019,18
31.4,29.6,84.0,13.0,1003.0,100.0,6.0,3,6.0,3,31,1,2019,12
34.7,6.6,74.2,10.0,1003.0,81.0,4.0,1,6.0,2,24,4,2019,21
39.1,0.0,86.2,0.0,1029.0,87.0,1.0,3,4.0,1,3,2,2019,9
37.2,88.6,96.4,25.0,1014.0,78.0,2.0,3,6.0,4,24,7,2019,16
42.8,3.9,90.2,13.0,1019.0,100.0,1.0,1,1.0,2,1,10,2018,6
37.4,14.3,93.8,15.0,1019.0,93.0,1.0,3,1.0,2,30,8,2018,9
34.7,240.3,94.0,18.0,1029.0,52.0,0.0,2,1.0,4,23,2,2019,18
44.0,0.0,81.4,13.0,1016.0,100.0,0.0,1,5.0,1,6,10,2018,1
37.8,1.7,87.8,20.0,1017.0,77.0,4.0,1,1.0,1,12,10,2018,23
46.9,1.3,71.8,10.0,1010.0,87.0,7.0,1,1.0,2,22,11,2018,5
40.0,38.5,83.5,31.0,1019.0,34.0,2.0,3,1.0,3,3,9,2019,15
45.4,0.0,79.3,16.0,1017.0,100.0,1.0,1,1.0,1,30,9,2019,5
46.4,0.0,79.9,17.0,1014.0,72.0,0.0,1,1.0,1,1,9,2018,5
35.7,3.5,85.2,20.0,1016.0,93.0,2.0,1,1.0,1,10,7,2019,0
40.0,0.0,87.9,15.0,1019.0,100.0,0.0,1,1.0,1,12,9,2018,4
49.6,5.4,72.5,9.0,1020.0,93.0,2.0,1,5.0,2,27,1,2019,6
40.4,0.0,66.1,16.0,1017.0,93.0,1.0,3,6.0,1,30,6,2019,8
38.0,35.5,79.2,15.0,1020.0,71.0,7.0,3,3.0,3,28,11,2018,16
48.2,3.6,77.6,18.0,1023.0,72.0,2.0,1,4.0,2,13,9,2019,0
43.0,0.0,70.2,12.0,1016.0,76.0,6.0,1,4.0,1,16,5,2019,23
43.3,0.0,70.4,15.0,1017.0,100.0,1.0,3,1.0,1,30,6,2019,7
40.0,37.8,88.8,20.0,1018.0,64.0,3.0,3,1.0,3,17,8,2018,10
38.0,25.2,79.1,20.0,1013.0,64.0,2.0,3,1.0,3,16,11,2018,15
43.8,15.9,91.1,19.0,1015.0,82.0,2.0,1,1.0,2,14,8,2018,21
34.4,13.3,72.1,20.0,1018.0,72.0,0.0,1,1.0,3,1,6,2019,22
42.6,88.3,78.9,15.0,1025.0,51.0,4.0,3,1.0,5,26,2,2019,10
41.9,2.7,87.0,15.0,1020.0,82.0,2.0,1,1.0,2,22,10,2018,3
37.8,0.0,90.7,18.0,1017.0,93.0,1.0,1,4.0,1,5,7,2019,0
35.0,8.6,86.1,15.0,1014.0,87.0,6.0,1,4.0,1,17,10,2018,20
37.1,10.0,68.5,10.0,1016.0,87.0,1.0,1,1.0,2,18,5,2019,5
37.7,64.8,89.4,23.0,1013.0,64.0,4.0,3,1.0,4,13,10,2018,12
38.6,38.9,92.8,16.0,1015.0,100.0,2.0,3,6.0,4,24,7,2019,8
42.7,1.4,83.5,15.0,1022.0,87.0,2.0,1,1.0,1,9,8,2018,23
47.1,0.0,85.4,17.0,1016.0,93.0,0.0,1,4.0,1,27,7,2018,2
51.2,1.2,78.4,7.0,1013.0,75.0,3.0,1,5.0,2,2,2,2019,5
36.8,6.8,92.1,17.0,1013.0,100.0,8.0,1,4.0,1,12,7,2019,4
47.4,1.3,79.8,7.0,1016.0,100.0,1.0,1,4.0,2,30,1,2019,5
44.7,4.7,82.6,18.0,1018.0,82.0,2.0,1,1.0,2,24,8,2018,21
39.6,34.1,89.6,20.0,1021.0,64.0,5.0,3,5.0,3,29,8,2018,14
43.7,2.4,77.8,18.0,1019.0,88.0,1.0,1,1.0,1,15,9,2019,6
43.0,5.0,86.6,16.0,1017.0,100.0,1.0,2,1.0,1,26,7,2019,6
47.1,12.7,75.6,6.0,1021.0,93.0,0.0,1,1.0,3,11,12,2018,7
38.3,2.6,75.0,10.0,1010.0,93.0,3.0,1,3.0,1,22,11,2018,0
36.1,5.1,68.4,17.0,1019.0,87.0,7.0,1,3.0,2,26,5,2019,21
47.4,0.0,73.4,12.0,1018.0,100.0,5.0,1,3.0,1,24,1,2019,5
35.2,53.5,81.6,15.0,1016.0,67.0,5.0,3,3.0,4,18,5,2019,15
35.9,4.3,61.5,21.0,1017.0,82.0,2.0,2,1.0,2,1,7,2019,20
38.4,1.4,83.7,20.0,1021.0,72.0,4.0,1,1.0,1,10,9,2018,20
43.3,1.4,88.9,16.0,1018.0,100.0,1.0,3,4.0,1,12,8,2018,9
40.0,1.0,88.3,14.0,1017.0,100.0,1.0,3,4.0,1,29,9,2018,8
38.3,19.0,81.5,20.0,1020.0,77.0,1.0,1,4.0,2,29,9,2019,19
37.2,3.0,94.5,10.0,1028.0,76.0,0.0,1,1.0,1,24,2,2019,1
37.0,9.4,91.7,33.0,1016.0,49.0,3.0,3,1.0,2,4,8,2018,16
36.7,53.6,79.8,10.0,1019.0,93.0,3.0,3,4.0,3,16,1,2019,12
37.9,0.0,66.2,15.0,1017.0,100.0,1.0,1,1.0,1,2,6,2019,5
42.5,37.0,87.4,23.0,1015.0,50.0,6.0,3,1.0,4,17,8,2018,18
42.1,0.0,87.0,18.0,1016.0,93.0,5.0,3,6.0,1,7,8,2018,6
32.4,22.7,72.8,10.0,1026.0,71.0,4.0,3,1.0,3,21,1,2019,12
41.5,0.0,76.3,13.0,1007.0,93.0,4.0,1,2.0,1,22,4,2019,1
32.2,48.4,74.7,15.0,1017.0,77.0,6.0,3,3.0,4,24,1,2019,16
40.5,67.3,87.8,25.0,1018.0,33.0,3.0,3,1.0,4,4,10,2018,14
37.6,5.2,88.8,18.0,1014.0,93.0,1.0,1,1.0,2,17,7,2019,1
45.9,1.1,82.7,14.0,1017.0,93.0,0.0,1,1.0,1,1,8,2018,2
35.1,47.0,82.7,18.0,1022.0,77.0,3.0,3,3.0,3,15,6,2019,12
40.7,60.3,78.4,10.0,1022.0,93.0,2.0,3,2.0,4,11,4,2019,8
35.7,8.0,65.6,16.0,1016.0,100.0,1.0,1,1.0,2,30,6,2019,2
39.1,17.8,70.5,16.0,1015.0,87.0,5.0,1,1.0,3,30,4,2019,20
42.0,43.1,74.0,13.0,1006.0,87.0,5.0,3,1.0,4,17,4,2019,16
40.0,0.0,67.2,14.0,1015.0,100.0,1.0,1,1.0,1,25,6,2019,3
42.5,13.5,69.9,20.0,1017.0,88.0,2.0,1,1.0,3,21,8,2019,21
39.2,2.9,92.1,12.0,1028.0,81.0,3.0,1,1.0,1,23,2,2019,1
44.4,26.7,86.5,17.0,1015.0,93.0,2.0,3,1.0,4,6,9,2018,8
41.7,17.2,83.1,12.0,1008.0,100.0,3.0,1,1.0,3,19,1,2019,20
42.5,0.0,87.4,16.0,1018.0,100.0,4.0,1,1.0,1,15,9,2018,4
37.8,8.4,85.1,20.0,1014.0,77.0,1.0,1,1.0,2,21,8,2018,22
54.5,0.0,73.5,15.0,1019.0,100.0,1.0,1,6.0,1,30,8,2019,2
37.5,19.3,82.2,19.0,1013.0,88.0,1.0,3,6.0,3,23,6,2019,19
49.8,6.4,69.9,20.0,1016.0,82.0,2.0,1,2.0,2,23,8,2019,0
44.7,2.0,84.1,17.0,1024.0,55.0,3.0,1,2.0,1,12,9,2019,5
36.2,1.4,63.3,12.0,1020.0,93.0,1.0,1,2.0,1,12,4,2019,21
45.3,1.3,84.6,18.0,1017.0,100.0,4.0,1,6.0,1,7,8,2018,1
41.7,72.0,74.7,13.0,1007.0,87.0,6.0,3,4.0,5,17,4,2019,18
33.2,19.4,76.9,18.0,1021.0,68.0,4.0,1,1.0,3,11,5,2019,20
39.3,2.8,77.9,16.0,1016.0,100.0,1.0,1,1.0,1,24,6,2019,23
42.1,0.0,75.5,7.0,1025.0,93.0,1.0,1,1.0,1,21,1,2019,23
37.4,7.5,75.6,20.0,1015.0,82.0,3.0,3,6.0,2,24,6,2019,12
40.9,48.7,90.9,14.0,1025.0,82.0,1.0,2,1.0,4,21,2,2019,18
42.8,2.2,70.4,19.0,1018.0,88.0,3.0,2,1.0,1,2,6,2019,20
41.4,34.2,93.2,14.0,1022.0,62.0,3.0,2,1.0,3,20,2,2019,18
37.8,0.0,86.6,13.0,1020.0,93.0,3.0,1,6.0,1,3,3,2019,23
41.1,34.7,82.2,19.0,1021.0,77.0,6.0,3,6.0,3,23,9,2019,11
44.4,26.4,83.8,22.0,1018.0,77.0,5.0,3,1.0,3,24,8,2019,18
41.3,45.1,88.4,15.0,1020.0,100.0,1.0,3,1.0,4,12,9,2018,8
45.7,1.0,86.1,15.0,1020.0,100.0,0.0,1,4.0,1,1,10,2018,0
43.2,84.9,73.4,11.0,1012.0,87.0,6.0,3,4.0,5,22,11,2018,10
47.4,114.8,66.4,12.0,1017.0,76.0,3.0,3,4.0,5,7,6,2019,8
41.4,22.0,76.6,14.0,1006.0,67.0,4.0,3,4.0,4,17,4,2019,8
38.5,28.6,85.5,20.0,1020.0,88.0,1.0,3,6.0,3,29,8,2019,11
41.4,0.0,89.1,12.0,1024.0,81.0,2.0,1,1.0,1,27,2,2019,3
39.0,32.4,90.1,21.0,1015.0,88.0,2.0,3,4.0,3,25,7,2018,14
41.9,0.0,74.2,14.0,1019.0,93.0,2.0,1,5.0,1,29,4,2019,0
41.3,29.1,78.2,24.0,1014.0,73.0,2.0,3,5.0,3,26,8,2019,11
38.9,6.1,63.7,17.0,1017.0,88.0,6.0,1,5.0,2,29,6,2019,21
45.5,6.7,72.5,16.0,1016.0,100.0,2.0,3,5.0,3,9,7,2019,6
41.9,54.2,87.0,25.0,1012.0,44.0,5.0,3,5.0,4,7,9,2018,17
40.1,0.0,66.9,15.0,1013.0,100.0,6.0,1,3.0,1,9,5,2019,23
35.0,28.4,85.9,19.0,1022.0,52.0,3.0,3,3.0,3,25,5,2019,9
44.9,0.0,82.0,5.0,1023.0,100.0,0.0,1,3.0,1,13,11,2018,4
37.3,38.7,88.8,12.0,1017.0,71.0,7.0,3,3.0,4,29,1,2019,17
41.6,0.0,87.0,6.0,1021.0,93.0,1.0,1,1.0,1,19,2,2019,1
45.1,1.2,82.5,12.0,1011.0,81.0,3.0,1,1.0,2,6,11,2018,0
42.4,32.5,86.6,28.0,1016.0,42.0,5.0,3,1.0,3,18,8,2018,16
44.0,0.6,69.3,10.0,1012.0,93.0,4.0,1,3.0,1,22,11,2018,23
41.6,25.2,88.4,27.0,1018.0,47.0,4.0,3,3.0,3,21,8,2019,13
45.4,9.8,83.3,23.0,1020.0,36.0,3.0,1,3.0,2,14,9,2019,1
36.5,79.1,86.3,21.0,1015.0,93.0,3.0,3,6.0,3,24,7,2019,11
40.8,2.8,82.4,18.0,1014.0,68.0,4.0,1,1.0,1,25,8,2018,20
38.2,11.6,87.2,28.0,1013.0,69.0,3.0,3,4.0,2,11,7,2019,19
45.1,8.6,72.4,14.0,1005.0,93.0,13.0,1,4.0,3,6,11,2018,20
44.7,3.0,85.2,20.0,1018.0,93.0,2.0,1,4.0,1,31,7,2018,2
48.1,3.7,76.4,7.0,1022.0,93.0,0.0,1,1.0,1,12,11,2018,23
41.0,8.5,80.8,17.0,1021.0,88.0,3.0,1,3.0,2,24,9,2019,20
40.4,27.5,87.4,16.0,1017.0,100.0,2.0,3,1.0,3,17,9,2018,11
34.9,14.2,91.7,20.0,1016.0,68.0,2.0,3,1.0,2,26,8,2018,11
46.2,2.1,73.8,21.0,1024.0,63.0,1.0,1,3.0,1,12,9,2019,22
33.0,26.8,86.9,16.0,1018.0,87.0,8.0,3,3.0,3,29,4,2019,19
44.9,0.9,67.9,10.0,1020.0,93.0,1.0,1,6.0,1,27,1,2019,3
47.6,1.2,86.9,17.0,1020.0,93.0,1.0,1,4.0,1,21,9,2018,3
46.6,1.4,70.5,18.0,1018.0,93.0,1.0,1,1.0,1,16,9,2019,1
43.2,116.6,81.1,9.0,1020.0,76.0,2.0,3,1.0,5,25,10,2018,8
45.8,37.6,74.3,23.0,1014.0,64.0,2.0,1,1.0,4,10,7,2019,21
51.6,2.2,79.1,5.0,1010.0,86.0,2.0,1,1.0,2,28,10,2018,5
38.9,1.3,84.8,20.0,1018.0,88.0,1.0,1,1.0,1,21,7,2019,22
38.3,0.8,64.3,7.0,1015.0,100.0,1.0,3,1.0,1,19,5,2019,6
37.6,127.3,90.4,21.0,1021.0,77.0,3.0,3,1.0,4,12,9,2018,18
37.7,13.6,86.0,34.0,1016.0,23.0,4.0,3,1.0,2,20,8,2018,13
36.5,23.8,82.9,17.0,1020.0,77.0,3.0,1,1.0,2,26,5,2019,1
36.7,34.5,73.6,12.0,1004.0,76.0,1.0,3,1.0,3,26,11,2018,16
41.3,16.8,79.7,14.0,1017.0,100.0,1.0,3,1.0,3,19,8,2019,7
36.9,0.0,68.2,5.0,1024.0,100.0,1.0,1,1.0,1,21,1,2019,2
45.3,1.4,81.0,11.0,1021.0,76.0,1.0,2,3.0,2,4,3,2019,7
39.4,4.4,89.1,18.0,1016.0,82.0,2.0,3,3.0,1,28,7,2018,7
38.2,40.3,67.3,10.0,1023.0,93.0,1.0,3,4.0,4,22,1,2019,10
33.6,11.7,74.6,17.0,1013.0,93.0,2.0,3,4.0,2,23,6,2019,12
45.1,0.0,85.3,14.0,1012.0,93.0,2.0,1,4.0,1,18,10,2018,0
46.2,4.9,66.5,19.0,1017.0,82.0,1.0,1,4.0,2,1,7,2019,21
50.4,1.9,72.8,18.0,1012.0,88.0,3.0,1,4.0,1,26,8,2019,0
31.6,66.6,82.7,15.0,1023.0,87.0,6.0,3,4.0,4,2,12,2018,16
46.8,3.5,79.2,17.0,1017.0,100.0,5.0,1,4.0,2,26,7,2019,1
42.0,0.0,82.5,18.0,1005.0,77.0,7.0,1,4.0,1,10,10,2018,22
38.9,38.5,72.2,16.0,1015.0,68.0,5.0,3,3.0,4,15,11,2018,10
40.4,24.6,93.3,23.0,1015.0,69.0,4.0,3,1.0,3,8,9,2018,11
43.2,25.4,86.7,20.0,1019.0,93.0,2.0,3,4.0,3,24,8,2019,10
42.3,48.0,82.7,19.0,1020.0,88.0,2.0,3,5.0,4,20,9,2018,17
41.4,4.4,85.1,19.0,1012.0,72.0,2.0,1,1.0,1,8,9,2018,0
37.9,2.6,83.6,7.0,1017.0,93.0,0.0,1,5.0,1,30,1,2019,3
32.8,10.8,84.8,12.0,1014.0,87.0,3.0,3,4.0,2,19,4,2019,9
38.1,1.4,63.1,12.0,1022.0,100.0,2.0,1,4.0,1,11,5,2019,5
39.1,3.4,94.9,18.0,1015.0,100.0,11.0,1,6.0,1,16,7,2019,0
54.2,1.6,72.8,13.0,1007.0,100.0,4.0,1,1.0,1,30,1,2019,23
38.1,6.1,89.9,19.0,1012.0,82.0,0.0,1,1.0,1,2,9,2018,22
37.8,3.9,64.5,14.0,1020.0,67.0,3.0,1,2.0,2,25,5,2019,4
42.0,54.0,74.1,17.0,1012.0,63.0,2.0,3,2.0,4,16,4,2019,17
39.5,24.5,93.8,20.0,1016.0,88.0,5.0,3,5.0,3,18,8,2019,12
41.7,0.7,80.6,11.0,1018.0,93.0,0.0,1,5.0,2,8,11,2018,23
38.0,37.6,76.0,15.0,1021.0,71.0,5.0,3,6.0,4,11,4,2019,16
41.6,0.0,87.8,3.0,1026.0,100.0,2.0,1,5.0,1,6,2,2019,6
